,ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,TADA_BF,krishnan_post,D,D_ens,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000273610,ENSP00000273610,90226,UCN2,5.04e-06,FALSE,NA,0.157235729046978,0.396557801548515,0.459,NA,NA,0.936659420812726,0.935041541690705,0.940974358,1,0,1,4.717470467
ENSP00000274680,ENSP00000274680,10667,FARS2,1.991e-05,FALSE,NA,4.54145794820807e-06,2.81040773308841,0.366,0.0180626093966582,-0.089353939626286,0.758560863598809,0.676938811601762,0.662883031,0.920881067688066,0,1,11.77049231
ENSP00000277458,ENSP00000277458,140459,ASB6,2.479e-05,FALSE,NA,0.00464633688363772,1.1724578001017,0.41,0.0576541896450174,0.199941501328765,0.845840926305513,0.844240359038899,0.84522793,0.939099512738818,0,1,1.12610806666636
ENSP00000278671,ENSP00000278671,55004,LAMTOR1,6.31e-06,FALSE,NA,0.435675722554207,0.506963102195217,0.443,0.00823994101982795,-0.73946007864665,0.897044583660991,0.895487337909935,0.923225644,0.900832747401338,0,1,0
ENSP00000285083,ENSP00000285083,92106,OXNAD1,1.248e-05,FALSE,NA,2.37384753438508e-05,0.305508827481362,0.343,0.012212675576178,-0.110713776680172,0.943226050235218,0.941149201519683,0.945343812,0.945054244163632,0,1,9.704780965
ENSP00000285311,ENSP00000285311,27123,DKK2,1.294e-05,FALSE,NA,0.864037651771095,0.474891778778754,0.501,0.131148556673161,-0.045627006159711,0.922694676712652,0.915574975352662,0.93138696,0.918538616542057,0,0.334422954,16.52027242
ENSP00000287078,ENSP00000287078,219743,TYSND1,2.169e-05,FALSE,NA,0.0666400995988282,0.648463940173001,0.413,0.055671688401541,0.044370273182755,0.917188689796436,0.916393023236548,0.898552507,0.938127511057341,0,1,0
ENSP00000293218,ENSP00000293218,85451,UNK,4.35e-05,FALSE,NA,0.994321108472501,0.336615121779275,0.446,0.639339283092865,0.409869428596483,0.941942145514502,0.939758769499384,0.944149033,0.940515873190616,0,1,0
ENSP00000295213,ENSP00000295213,132671,SPATA18,2.548e-05,FALSE,NA,1.02781168487922e-11,0.482422228906755,0.477,0.014844260424159,-0.15710041498939,0.936928203136403,0.934546135608664,0.929723354,0.939294578079481,0,1,0
ENSP00000296181,ENSP00000296181,3693,ITGB5,3.69e-05,FALSE,NA,0.000480018789158923,0.36046447426992,0.334,0.0107265019512436,-0.337473288158642,0.944147590910692,0.941480830089315,0.943093949,0.853792298551904,0,0.480379235113123,16.15382459
ENSP00000298159,ENSP00000298159,1073,CFL2,5.53e-06,FALSE,NA,0.164507783006843,0.258439536334636,0.447,0.018042031060619,-0.329395444742672,0.944319294698722,0.942368382085107,0.946874291,0.857110391192212,0,0.656830538620601,38.3662317316136
ENSP00000299440,ENSP00000299440,5896,RAG1,3.94e-05,FALSE,NA,0.00189800110752859,0.347865795208307,0.457,0.0244132564377465,-0.01397521287122,0.943998382260531,0.942082470218582,0.943707527,0.732043725488516,0,1,0
ENSP00000300658,ENSP00000300658,93210,PGAP3,1.191e-05,FALSE,NA,0.0909847298785156,0.481881260016441,0.421,0.0410458247340431,0.0569821004644735,0.914513999319051,0.913147133343942,0.929872047,0.916427618225001,0,0.457798758,133.6282053
ENSP00000301891,ENSP00000301891,55867,SLC22A11,2.707e-05,FALSE,NA,5.80185239880571e-05,0.410329061954408,0.492,NA,NA,0.737646278256104,0.733422687855671,0.939858616,0.754193581200899,0,1,0
ENSP00000302232,ENSP00000302232,221120,ALKBH3,1.091e-05,FALSE,NA,2.55797163392014e-09,0.328310092779941,0.408,0.004902904413055,-0.468367029658446,0.941923411789691,0.939971865566086,0.944434389,0.656558127073417,0,1,2.05330375548427
ENSP00000303992,ENSP00000303992,79188,TMEM43,1.979e-05,FALSE,NA,9.84762662149707e-08,0.434601699024079,0.371,0.00608196436184268,-0.385667995961862,0.937751765883987,0.936044973204828,0.937618093,0.937425241976487,0,1,4.76534943116468
ENSP00000305230,ENSP00000305230,6726,SRP9,2.479e-06,FALSE,NA,0.308171838775694,0.535853585305574,0.506,0.0269228529432672,-0.381889309036512,0.879551551941087,0.877579161111138,0.915076627,0.889346233216319,0,1,0
ENSP00000305502,ENSP00000305502,84164,ASCC2,3.72e-05,FALSE,NA,0.178384955691887,0.27992397280483,0.337,0.109829281153414,0.300036354187205,0.946219021079573,0.944017484115145,0.946238278,0.93885479982284,0,1,19.5404072540949
ENSP00000306565,ENSP00000306565,3669,ISG20,1.074e-05,FALSE,NA,0.00609138684425968,0.487064650588774,0.456,0.0129157449049653,-0.243612327428766,0.911839037032801,0.91037939711411,0.928566144,0.931984003400668,0,1,1.84896494938782
ENSP00000307766,ENSP00000307766,3354,HTR1E,1.669e-05,FALSE,NA,0.0237097657740907,0.227252708290585,0.599,NA,NA,0.946749512148157,0.944403280523662,0.947804108,0.924415900310092,0,1,1.29995836
ENSP00000313953,ENSP00000313953,55622,TTC27,3.029e-05,FALSE,NA,6.54258241947822e-09,0.311059568274542,0.269,0.0355139884577963,0.319852887633587,0.945531477453749,0.942521380975061,0.945112004,0.944389420076568,0,1,1.15793159
ENSP00000315379,ENSP00000315379,9129,PRPF3,2.515e-05,FALSE,NA,0.999998843810724,0.41393028645916,0.452,0.587038487209673,0.312551890321578,0.933508263164124,0.931271981691341,0.939532438,0.93310901948662,0,1,7.39087277599964
ENSP00000316905,ENSP00000316905,94081,SFXN1,1.461e-05,FALSE,NA,0.58517754975236,0.60716040129401,0.367,0.0788637359599085,0.00172553299165401,0.919683014696617,0.917129203245674,0.905697991,0.921478182414573,0,1,0
ENSP00000320893,ENSP00000320893,140461,ASB8,1.166e-05,FALSE,NA,0.0180285302816205,0.982797242401638,0.412,0.0128856068441431,-0.34454433680528,0.854439505581591,0.852529849998738,0.864806192,0.915834983795773,1,0.039372269,22.09024697
ENSP00000321049,ENSP00000321049,7770,ZNF227,2.807e-05,FALSE,NA,1.69159989152872e-05,0.0818330147239881,0.423,NA,NA,0.950165917808794,0.947925567879239,0.950440452,0.88864528098594,0,1,0
ENSP00000321309,ENSP00000321309,51480,VCX2,9.09e-06,FALSE,NA,0.103436662210244,0.491057066434473,0.446,NA,NA,0.906120089447316,0.905181498708718,0.927526018,0.908707006976352,0,1,0
ENSP00000322730,ENSP00000322730,81618,ITM2C,1.462e-05,FALSE,NA,0.208530379146834,1.3189438190145,0.495,0.0551564930413828,0.115271506848448,0.819052862516011,0.817999414913301,0.829046167,0.92150273133018,0,1,7.85514639129176
ENSP00000323155,ENSP00000323155,199699,DAND5,8.85e-06,FALSE,NA,1.6833196311109e-05,0.44172279852071,0.447,0.0149870137687587,-0.013962927303334,0.934584447339801,0.933064138335085,0.936783295,0.938461396959497,0,0.721943874,18.0050543
ENSP00000327116,ENSP00000327116,30845,EHD3,2.809e-05,FALSE,NA,0.0885343960081059,0.521881470525743,0.495,0.0537628786651904,0.0729154315961756,0.934225357833803,0.932671538931093,0.918746,0.940014027553363,0,1,14.7254918
ENSP00000327821,ENSP00000327821,11260,XPOT,3.307e-05,FALSE,NA,0.997933923133681,0.378166026775885,0.458,0.345464031339191,0.219623562044164,0.938262473278792,0.936012620207087,0.942167998,0.937488033325135,0,1,0
ENSP00000328694,ENSP00000328694,81532,MOB2,1.381e-05,FALSE,NA,0.641498728519639,0.470350092514804,0.444,0.0171241017147748,-0.694586720364796,0.930483219518665,0.917303670386719,0.932201584,0.8529592733028,0,1,0
ENSP00000329117,ENSP00000329117,139285,AMER1,NA,FALSE,NA,0.953441252971679,NA,0.461,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000329468,ENSP00000329468,55803,ADAP2,1.497e-05,FALSE,NA,3.98271958834599e-05,0.2021117609801,0.415,0.0391941047717417,0.072173569963271,0.947286578360718,0.945112956888364,0.948446002,0.848788175652366,0,1,0
ENSP00000332198,ENSP00000332198,55505,NOP10,3.428e-06,FALSE,NA,0.802013758916469,0.530026293988501,0.528,0.0140095364919523,-0.78014010897848,0.882755506856659,0.881933993554666,0.916430638,1,0,1,0
ENSP00000333769,ENSP00000333769,682,BSG,2.414e-05,FALSE,NA,0.0573043629421646,0.41922532884746,0.554,0.0119760091700392,-0.266299224575504,0.931659662483169,0.930365943987321,0.939110153,0.874294538170091,0,0.705830832788632,43.7097797151626
ENSP00000337053,ENSP00000337053,6400,SEL1L,2.988e-05,FALSE,NA,0.704308255469323,1.10843515888078,0.439,0.144605788043798,0.00435342361583202,0.85897663795807,0.854416609134404,0.850499901,0.881280018591262,0,1,41.96202887
ENSP00000337386,ENSP00000337386,677,ZFP36L1,1.982e-05,FALSE,NA,0.506697565301335,0.439301858618623,0.493,0.138895449269648,-0.085195154980355,0.927492292750816,0.92627178876659,0.937112872,0.928300936498539,0,1,5.808162359
ENSP00000338573,ENSP00000338573,54552,GNL3L,2.585e-05,FALSE,NA,0.991954332117903,0.535336134760163,0.374,0.402228617174131,0.44575437351301,0.933392817176282,0.931081928872122,0.915191256,0.933640484597072,0,1,0
ENSP00000341992,ENSP00000341992,342977,NANOS3,1.155e-05,FALSE,NA,0.0079050763229906,0.482829938029791,0.447,NA,NA,0.913578770107027,0.912631081923576,0.929592906,0.932647128991082,0,1,0
ENSP00000342868,ENSP00000342868,642658,SCXB,5.47e-06,FALSE,NA,NA,0.511878848120338,0.438,NA,NA,0.89350311957764,0.892241472305942,0.921832219,1,0,1,0
ENSP00000343741,ENSP00000343741,545,ATR,8.94e-05,FALSE,NA,0.701297833041861,0.163154696914471,0.328,0.112673463964203,-0.181618669733724,0.94994890269081,0.9476256888881,0.949254755,0.943413505574664,0,1,15.92644368
ENSP00000344470,ENSP00000344470,127495,LRRC39,1.02e-05,FALSE,NA,0.0397074605005753,0.757260287642072,0.491,0.0192082448161457,-0.00107679131518099,0.876866487823546,0.873134167518377,0.883986892,0.829443360300187,0,1,0
ENSP00000345175,ENSP00000345175,79883,PODNL1,1.953e-05,FALSE,NA,2.50976901279169e-14,0.502687654087945,0.418,NA,NA,0.933487921649745,0.931511297238023,0.924432695,0.935694890983607,0,1,0
ENSP00000345580,ENSP00000345580,1468,SLC25A10,1.679e-05,FALSE,NA,0.00243936812560947,0.685042554558373,0.289,0.00775910735713241,-0.484560826183798,0.904014022910104,0.903130501765782,0.891621752,0.924583568743005,0,1,0
ENSP00000345892,ENSP00000345892,54820,NDE1,1.785e-05,FALSE,NA,0.0471095482859516,0.915637051165536,0.413,0.00877050018913463,-0.289481712757262,0.869030271911701,0.86325945531092,0.871519625,0.936573785212892,0,1,10.7746102642895
ENSP00000347232,ENSP00000347232,641,BLM,4.93e-05,FALSE,NA,4.13859674040892e-11,0.055100511280616,0.046,0.0201706271646203,0.0448775029630599,0.950572185241577,0.948295995010353,0.950648439,0.78026403321511,0,0.779773092027553,38.30167776
ENSP00000347883,ENSP00000347883,144100,PLEKHA7,5.4e-05,FALSE,NA,0.000173040691290598,0.298442597945811,0.412,0.0320578432392956,0.0798542128540318,0.945491297410692,0.942280129096516,0.945592605,0.934539882881302,0,0.442305245,24.85690452
ENSP00000348385,ENSP00000348385,85301,COL27A1,9.06e-05,FALSE,NA,0.999999360727437,0.365597887271877,0.47,0.125627279071269,-0.097842247300408,0.947116768934289,0.944916382012398,0.942835923,0.945267812937014,0,1,0
ENSP00000348596,ENSP00000348596,55153,SDAD1,2.388e-05,FALSE,NA,3.78400058799568e-09,0.428598411130944,0.411,0.0323176410857796,0.233393692979992,0.93922957716159,0.93703034926653,0.938285235,0.926324730405393,0,1,0
ENSP00000351589,ENSP00000351589,8332,HIST1H2AL,9.9e-06,FALSE,NA,0.0624869158210738,0.343898864218672,0.458,NA,NA,0.94090806003274,0.939130634959408,0.943907478,0.911082911292839,0,0.670483802328513,44.18175787
ENSP00000352941,ENSP00000352941,130535,KCTD18,2.101e-05,FALSE,NA,0.000526111235034034,1.03163497117298,0.447,0.0228035791017154,-0.032354016147369,0.856747242298726,0.854540631403511,0.858099337,0.870039289901276,0,1,0
ENSP00000353518,ENSP00000353518,23294,ANKS1A,5.15e-05,FALSE,NA,0.84685967793139,0.876995884830484,0.495,0.0542201927277026,-0.539354004751085,0.922327131827214,0.90689137985413,0.874887501,0.942046642629713,0,0.621450461,25.01578706
ENSP00000354649,ENSP00000354649,84061,MAGT1,1.366e-05,FALSE,NA,0.887373875952856,0.466076479555303,0.329,0.0891441838931937,-0.255356762407389,0.922793213463571,0.917227466597765,0.933015125,0.919997470873675,0,1,3.029187954
ENSP00000354718,ENSP00000354718,11214,AKAP13,0.0001081,FALSE,NA,0.849566020351285,0.254738530246114,0.492,0.0363487392942743,-0.093792877374098,0.949686035994627,0.946972394469326,0.946995959,0.946532779977423,0,1,3.19190186744278
ENSP00000354782,ENSP00000354782,919,CD247,8.75e-06,FALSE,NA,0.661382967025913,0.507641520655219,0.441,0.0642020128377247,-0.089657331538598,0.92978845922273,0.927009975089306,0.92309519,0.93553397188728,0,1,3.39963112622364
ENSP00000355330,ENSP00000355330,7052,TGM2,3.94e-05,FALSE,NA,4.86367266752489e-14,0.719928174594374,0.447,0.0282161607720912,0.004457706705567,0.921387701211756,0.919261338414615,0.887625778,0.892024694581854,0,0.809252925,25.62884923
ENSP00000355471,ENSP00000355471,64216,TFB2M,1.795e-05,FALSE,NA,9.61899524222107e-05,0.58600655200717,0.328,0.0277731164451958,0.0686882014120935,0.923826438705217,0.92242370213315,0.908829616,0.926033917184008,0,1,25.376749174363
ENSP00000356024,ENSP00000356024,1380,CR2,4.17e-05,FALSE,NA,2.16539872051034e-11,0.100991491383104,0.449,0.0320265160987773,0.108906774026374,0.95003602971458,0.947826932437429,0.950206188,0.756243194894858,0,1,0
ENSP00000356581,ENSP00000356581,57211,GPR126,4.01e-05,FALSE,NA,0.283489107749214,0.977443033539998,0.475,0.036541561187888,0.013172983440009,0.887839373393946,0.871806805437367,0.865428411,0.894027914193011,0,1,1.55058987540889
ENSP00000357810,ENSP00000357810,339398,LINGO4,2.387e-05,FALSE,NA,0.00285409743434757,1.38735592142029,0.441,NA,NA,0.822740541675556,0.821552011932322,0.817246179,0.873995266115164,0,1,3.79704665721737
ENSP00000357920,ENSP00000357920,8528,DDO,1.493e-05,FALSE,NA,3.15188059629111e-11,0.710752259299345,0.448,0.00589762556728991,-0.361663476737112,0.894172436491241,0.893598556752307,0.888507973,0.940198177344705,0,1,16.3169071133887
ENSP00000358747,ENSP00000358747,5016,OVGP1,2.602e-05,FALSE,NA,0.000935883751426529,0.479859860631596,0.492,0.0180709865170646,-0.01824577266075,0.936425497794464,0.934771918867513,0.930312519,0.876962944878513,0,1,1.57528657196353
ENSP00000360250,ENSP00000360250,953,ENTPD1,1.749e-05,FALSE,NA,0.519393999413089,0.58722124926636,0.427,0.0508663457085305,-0.086825723670375,0.930264877036628,0.921911781373439,0.908651592,0.936401104225272,0,1,28.8914867
ENSP00000360576,ENSP00000360576,27158,NDOR1,3.238e-05,FALSE,NA,2.60774272635224e-05,2.43684310927513,0.406,0.0330598927255802,0.0982582961709312,0.735478136017622,0.731591812194647,0.696003444,0.868157922815609,0,1,0
ENSP00000360843,ENSP00000360843,11124,FAF1,2.494e-05,FALSE,NA,0.997397841844743,0.410430460949797,0.361,0.305827226334606,0.0883868953304881,0.945501345284277,0.93811610157867,0.939846147,0.9329435200635,0,1,8.47057943770063
ENSP00000361042,ENSP00000361042,6834,SURF1,1.079e-05,FALSE,NA,1.02063910629184e-13,0.141168170212054,0.336,0.00299701866717013,-0.585461800640155,0.94863750777401,0.946566801445387,0.94962726,0.913554907419253,0,1,0
ENSP00000362105,ENSP00000362105,51118,UTP11L,1.12e-05,FALSE,NA,1.26970219909462e-06,0.297350901647313,0.366,0.0111009179207094,-0.303105303431062,0.943249543446055,0.941328332509386,0.945644884,0.843915913628073,0,0.730021548822577,33.8782046904779
ENSP00000363390,ENSP00000363390,84676,TRIM63,1.544e-05,FALSE,NA,4.71828632864004e-12,0.191338200166825,0.474,0.015338826109871,-0.15298672949632,0.947502686514132,0.945410333160398,0.948672549,0.863768791250046,0,1,0
ENSP00000363590,ENSP00000363590,55454,CSGALNACT2,1.936e-05,FALSE,NA,0.451240634927787,0.440936316682094,0.386,0.0639286933545413,0.0368641875599471,0.928783592842333,0.925934069405067,0.936915131,0.92777842924881,0,1,21.71578041
ENSP00000363891,ENSP00000363891,124565,SLC38A10,6.59e-05,TRUE,3,4.09242180982345e-08,0.24221280825666,0,0.0161599758069686,-0.153047645872335,0.948284659161194,0.946195871115138,0.947397479,0.941430031851365,0,1,0
ENSP00000364742,ENSP00000364742,54455,FBXO42,2.919e-05,FALSE,NA,0.975946026927229,0.5163464251334,0.492,0.35279447124837,0.212690347758992,0.93682460824874,0.9333537700316,0.920432002,0.941783646095357,0,1,0
ENSP00000364815,ENSP00000364815,7407,VARS,6.67e-05,FALSE,NA,0.67979413526559,0.529513813935434,0.447,0.124900729299104,-0.152416447500616,0.941085706568637,0.939207157041153,0.916552979,0.943824776978085,0,0.171895310515743,92.416746139821
ENSP00000365380,ENSP00000365380,50943,FOXP3,1.556e-05,FALSE,NA,0.948721767538971,0.456100426787939,0.49,0.139444083451526,-0.084255130861059,0.92210645699269,0.920224306652953,0.934687285,0.922777933468509,0,1,8.06025855523313
ENSP00000366267,ENSP00000366267,2262,GPC5,2.375e-05,FALSE,NA,1.99113939736555e-05,0.479153345636156,0.573,0.0101124632941863,-0.124490690120995,0.945420897632945,0.74227685405554,0.930487117,0.525618099122532,0,1,1.55233460678563
ENSP00000366522,ENSP00000366522,80728,ARHGAP39,7.11e-05,FALSE,NA,0.00168179647156594,0.247826880152944,0.456,0.18258366341827,0.415517955358731,0.948492798887531,0.946243701512992,0.947236983,0.940605006691832,0,1,0
ENSP00000367439,ENSP00000367439,10557,RPP38,1.212e-05,FALSE,NA,1.68152550937737e-05,0.627066849301285,0.329,NA,NA,0.911796568359228,0.911088394892342,0.902711134,0.933120584879234,0,1,5.47954356704791
ENSP00000367828,ENSP00000367828,9445,ITM2B,8.8e-06,FALSE,NA,0.715126636356634,0.497936610072055,0.33,0.0457872705742225,-0.361436798016642,0.906906965839768,0.904250668932674,0.925747341,0.90803619134238,0,1,6.63769216461719
ENSP00000369989,ENSP00000369989,84056,KATNAL1,1.747e-05,TRUE,4,0.946326582546448,0.588398253696221,0.448,0.313753011219653,0.274401405603052,0.926095189526268,0.921729700480728,0.908472669,0.925448700305502,0,1,3.590406015
ENSP00000371138,ENSP00000371138,2280,FKBP1A,2.982e-06,FALSE,NA,0.678638213250307,0.526745612563262,0.579,0.0439205809345335,-0.462569267208746,0.883396731159627,0.879961447656104,0.917251216,1,0,1,14.27959228
ENSP00000374566,ENSP00000374566,124602,KIF19,5.2e-05,FALSE,NA,5.3712342427336e-13,0.134316221219482,0.447,NA,NA,0.949676139495917,0.947520296114509,0.94974575,0.922990557972047,0,1,0
ENSP00000386443,ENSP00000386443,10618,TGOLN2,2.367e-05,FALSE,NA,0.000179690886067026,0.634992436395091,0.492,0.0110912476176869,-0.334341458888562,0.920003748475758,0.919505072154598,0.901212455,0.88435879385251,0,0.742384643,25.25477717
ENSP00000394487,ENSP00000394487,121512,FGD4,2.507e-05,FALSE,NA,0.335778541836355,0.233501075633163,0.448,0.167736030473287,0.384618638770243,0.947143862097999,0.944689084110841,0.947636546,0.940977940423669,0,1,5.04340038852928
ENSP00000397073,ENSP00000397073,10107,TRIM10,2.183e-05,FALSE,NA,9.94954187768385e-06,0.425594078604982,0.521,0.00849382118919523,-0.306713764251216,0.938350352543088,0.936788204466467,0.938563997,0.938174748386704,0,1,0
ENSP00000398632,ENSP00000398632,960,CD44,2.685e-05,TRUE,5,0.0082693846811732,0.8277015229016,0.492,0.00656140026077108,-0.411321680795986,0.886247292188715,0.880197393308177,0.87836418,0.887319963718762,0,1,0
ENSP00000399563,ENSP00000399563,728932,GPR89C,1.109e-05,FALSE,NA,NA,0.479949865535842,0.33,NA,NA,0.916363648711087,0.911473233846184,0.9302864,1,0,1,0
ENSP00000405987,ENSP00000405987,401387,LRRD1,NA,FALSE,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000406367,ENSP00000406367,25960,GPR124,5.5e-05,FALSE,NA,0.000300880854492373,0.181133684014869,0.446,0.0443814798376042,-0.093049195872709,0.949030737815354,0.946886153683119,0.948895977,0.901244259610558,0,0.796874207,26.78983564
ENSP00000441858,ENSP00000441858,23312,DMXL2,0.0001015,TRUE,4,0.999999999395933,0.365044451287964,0.498,0.439949500880527,0.445643291311631,0.91157623275033,0.888817388666701,0.942854074,0.886732788392167,0,1,5.8993122
ENSP00000452762,ENSP00000452762,2108,ETFA,1.086e-05,FALSE,NA,0.0129272726537226,0.481776380356531,0.507,0.0105165563825045,-0.38419815329113,0.934218729650336,0.930442464742755,0.929891041,0.941370601985852,0,1,11.42875953
ENSP00000466933,ENSP00000466933,9294,S1PR2,2.351e-05,FALSE,NA,0.127343395339276,0.548992902587713,0.442,0.0126970112351493,-0.523740859269103,0.930766859409838,0.929125251492179,0.913271001,0.931797391618416,0,1,0
ENSP00000469337,ENSP00000469337,220416,LRRC63,NA,FALSE,NA,NA,NA,0.484,0.022519550487884,-0.016253496851385,NA,NA,NA,NA,0,1,0
ENSP00000013034,ENSP00000013034,4830,NME1,8.56e-06,FALSE,NA,0.00777448651598859,1.02350544654804,0.491,0.0514817087786415,0.190988591096402,0.845660581211509,0.844589436219954,0.859103831,0.907452873262591,0,0.823900661230704,52.0519558216186
ENSP00000166139,ENSP00000166139,10272,FSTL3,1.012e-05,FALSE,NA,0.418831972518919,0.485302343215528,0.332,0.0401739892376,-0.237764411066159,0.909259115295234,0.908608091782346,0.928964894,0.839198910422946,0,1,0
ENSP00000204679,ENSP00000204679,84572,GNPTG,1.503e-05,FALSE,NA,5.99621775569544e-08,1.28215057653364,0.439,0.00253225879764687,-0.506238274451429,0.544199041580533,0.531925813814232,0.833700245,0.633021949999187,0,1,0
ENSP00000211122,ENSP00000211122,2940,GSTA3,7.87e-06,FALSE,NA,0.0868631567505918,0.499241869304225,0.485,0.0160418999437152,-0.097723494399583,0.929017347225416,0.927527470427285,0.925401155,0.929337455639231,0,0.6226344480509,39.2344354394178
ENSP00000215071,ENSP00000215071,5714,PSMD8,8.11e-06,FALSE,NA,0.176154540930518,0.654874519995377,0.613,0.0113808405391957,-0.44501532423418,0.899699537444781,0.89863621568686,0.897324959,0.831199720098382,0,1,1.083830414
ENSP00000215530,ENSP00000215530,27006,FGF22,8.2e-06,FALSE,NA,0.000103153895712467,0.500787740406,0.444,0.00473383105677368,-0.394498498924668,0.902728044109076,0.902481982316361,0.924923998,0.83155464688507,0,1,0
ENSP00000220507,ENSP00000220507,171177,RHOV,1.378e-05,FALSE,NA,0.590311998511154,1.33093796881529,0.435,0.079569616174989,-0.279554632646245,0.816651861398554,0.8151996103288,0.827156884,0.920174818992316,0,1,0
ENSP00000221130,ENSP00000221130,2936,GSR,1.86e-05,FALSE,NA,0.012481213675682,0.454020697955249,0.4,0.0502904829269168,0.179129428512565,0.926169551365594,0.92340346194866,0.935042012,0.926848726324979,0,1,16.9837402
ENSP00000221307,ENSP00000221307,4051,CYP4F3,2.613e-05,FALSE,NA,6.83107684815361e-14,0.968302464775427,0.404,0.00485981344204105,-0.45923819686211,0.866610608462668,0.866137006998253,0.866421253,0.756783142956855,0,1,0
ENSP00000221496,ENSP00000221496,268,AMH,1.829e-05,FALSE,NA,4.8954693456369e-05,0.674692376587975,0.454,0.0173412002566392,-0.213687046419046,0.908354723124397,0.90769067185638,0.893626943,0.926478525067525,0,1,0
ENSP00000221665,ENSP00000221665,84922,FIZ1,2.326e-05,FALSE,NA,0.450714683779002,0.423155011408261,0.456,0.283444586281294,0.147793538699295,0.931245830919355,0.929682640493556,0.938782762,1,0,1,1.12017207992268
ENSP00000230895,ENSP00000230895,1611,DAP,3.75e-06,FALSE,NA,0.000324904230614164,0.688353270488034,0.489,0.00368290980392118,-0.649086857704831,0.888939034123223,0.878891635858539,0.891074487,0.81141368617584,0,0.628944710445181,43.4127536165574
ENSP00000232978,ENSP00000232978,4820,NKTR,5.2e-05,FALSE,NA,0.991877509743874,0.15339919620244,0.492,0.289011982029528,0.226658761259867,0.949453945403015,0.947290233958331,0.949405406,0.922995157149908,0,0.831369159973152,19.7053885747099
ENSP00000233055,ENSP00000233055,57590,WDFY1,2.189e-05,FALSE,NA,1.68817254810104e-05,0.330316529275958,0.447,0.0276510121194274,-0.079588073346387,0.943343369439416,0.941117539860238,0.944365875,0.938198342582567,0,1,1.584851844
ENSP00000233607,ENSP00000233607,10297,APC2,9.54e-05,FALSE,NA,0.999980518341102,0.250088175728106,0.575,0.60333675116116,0.256827986126846,0.929564631264799,0.928020792898265,0.947154521,0.860555656764184,0,0.303041800821283,57.69714471
ENSP00000237500,ENSP00000237500,103910,MYL12B,6.5e-06,FALSE,NA,0.290511998767659,0.511746497418816,0.415,0.0636616309135675,-0.010551167833876,0.89707747046684,0.895826519357928,0.921890279,1,0,1,0
ENSP00000245552,ENSP00000245552,30833,NT5C,7.8e-06,FALSE,NA,0.0126488300759267,0.575238480261476,0.366,0.0119463806195513,-0.325470699959598,0.917869790066017,0.916942714223088,0.910261257,0.88883346065891,0,1,0
ENSP00000246912,ENSP00000246912,6945,MLX,1.042e-05,FALSE,NA,0.469292431570312,0.488645231508316,0.409,0.0511201490397074,-0.115581435360605,0.910840014639284,0.909393792988116,0.928107283,0.839986199863243,0,1,10.7629708227859
ENSP00000247668,ENSP00000247668,7186,TRAF2,2.98e-05,FALSE,NA,0.996480874852948,0.391863161829786,0.376,0.181741823558131,-0.109287712608088,0.936616454208943,0.934386571018922,0.94130296,0.935967586686781,0,1,0
ENSP00000253079,ENSP00000253079,84660,CCDC62,2.606e-05,FALSE,NA,1.43534739270012e-12,0.250672323069497,0.486,0.0124540864293427,-0.277693834067965,0.946452539418512,0.944220733890787,0.947130635,0.94121868892489,0,1,3.378717286
ENSP00000256319,ENSP00000256319,11161,C14orf1,6.07e-06,FALSE,NA,0.891783234105691,0.514279639621922,0.451,0.0376442500721936,-0.553741260554345,0.896335896402847,0.894461941070822,0.921195709,0.900093381292838,0,1,0.88281477948319
ENSP00000257254,ENSP00000257254,187,APLNR,2.068e-05,FALSE,NA,0.432459659997125,0.886237313910429,0.475,0.0186425024951722,-0.379767929294266,0.868823802708863,0.86769472205277,0.874024387,0.929171546840281,0,1,6.48931080406899
ENSP00000258774,ENSP00000258774,3364,HUS1,1.077e-05,FALSE,NA,0.000609572433043018,0.482850258478074,0.414,0.00536260107590716,-0.440047605589061,0.931821429994009,0.930296203558857,0.929577509,0.880726385851466,0,1,0.891711383
ENSP00000258886,ENSP00000258886,3658,IREB2,3.404e-05,FALSE,NA,0.999999730362402,0.370224090668906,0.413,0.448811145105807,0.403910894901041,0.943124125848747,0.940871566278238,0.942601571,0.844116714315291,0,1,0
ENSP00000262134,ENSP00000262134,54947,LPCAT2,2.292e-05,FALSE,NA,1.12519142457894e-06,0.566584143833398,0.447,0.0327245294584182,-0.061904586705276,0.930863264686312,0.92728533700134,0.911239759,0.94324458644372,0,1,0
ENSP00000262713,ENSP00000262713,84962,AJUBA,2.394e-05,FALSE,NA,0.83340004755109,0.419616773138012,0.439,0.160707353240972,-0.243297676842246,0.931828598714968,0.930285730175233,0.939079379,0.874145109588772,0,1,0
ENSP00000262958,ENSP00000262958,2769,GNA15,2.107e-05,FALSE,NA,0.306963811881902,0.433753640496674,0.437,0.0356776761046446,-0.282999063005514,0.929303926595645,0.927672535126567,0.937721126,0.929566882503605,0,1,0
