,ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,TADA_BF,krishnan_post,D,D_ens,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000369154,ENSP00000369154,4093,SMAD9,2.127e-05,FALSE,NA,0.000691360029213452,0.654623675841768,0.493,0.0195218915172872,-0.110443647621975,0.918733798918101,0.915022692355955,0.897425129,0.92984428380308,0,1,0
ENSP00000370616,ENSP00000370616,9189,ZBED1,4.62e-05,FALSE,NA,0.00183309311469201,0.327702101923845,0.492,NA,NA,0.942381730877139,0.940446093093466,0.944456478,0.941099561264674,0,1,0
ENSP00000370936,ENSP00000370936,1876,E2F6,1.122e-05,FALSE,NA,0.55450901223844,0.480636649191207,0.448,0.0133972016368081,-0.660560777393449,0.932533469419343,0.930612211909561,0.930125293,0.932382477443707,0,1,9.726038687
ENSP00000388107,ENSP00000388107,7311,UBA52,6.04e-06,FALSE,NA,0.4468000697986,0.508537539535157,0.363,0.0209529198798777,-0.601801982647965,0.895361739224394,0.894582116240709,0.922842445,1,0,1,0
ENSP00000389585,ENSP00000389585,22947,DUX4,3.3e-05,FALSE,NA,NA,0.37465213302939,0.404,NA,NA,0.937736907285726,0.935980254121848,0.942370505,1,0,1,0
ENSP00000391311,ENSP00000391311,5413,SEPT5,NA,FALSE,NA,0.914631982551485,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000392147,ENSP00000392147,5537,PPP6C,1.235e-05,FALSE,NA,0.988609353693385,0.478275718060771,0.572,0.440772663718114,0.254192705498664,0.918060764128853,0.914501935176889,0.930700748,0.917395431358895,0,0.641958756,79.77467851
ENSP00000403476,ENSP00000403476,79729,SH3D21,1.66e-05,FALSE,NA,0.000722997736993469,0.189152596718578,0.43,0.030929250612959,0.179179082247102,0.947630405470975,0.945543925025967,0.948714482,0.913868698187906,0,1,0
ENSP00000422753,ENSP00000422753,51428,DDX41,3.59e-05,FALSE,NA,0.000984379620636701,0.282063773905465,0.493,0.111839287380481,0.272157167531159,0.945854670283849,0.943849354787645,0.946164467,0.850513295914696,0,1,0
ENSP00000452871,ENSP00000452871,7090,TLE3,4.01e-05,FALSE,NA,0.999913536986372,1.64207367753208,0.494,0.461452148816228,0.173148965223023,0.54580433555208,0.533200507404156,0.780883391,0.709562458410611,0,0.60038749244847,13.4722704866235
ENSP00000071281,ENSP00000071281,2273,FHL1,1.195e-05,FALSE,NA,0.918480756354643,0.480790012613145,0.488,0.0870147803752156,-0.289520046807435,0.918947328241676,0.913556189106224,0.93011025,0.932984281373664,0,1,0
ENSP00000219548,ENSP00000219548,10273,STUB1,1.71e-05,FALSE,NA,0.0425338864217666,0.591453804219912,0.495,0.0196289077394842,-0.274353047443822,0.922071196290608,0.920926598889263,0.907938418,0.924986742313213,0,1,8.56065736121996
ENSP00000228284,ENSP00000228284,9733,SART3,4.61e-05,FALSE,NA,0.991709384753294,0.494549441332045,0.416,0.419460502379443,0.429812812880155,0.939776618942728,0.937657583432096,0.926631209,0.941073052384875,0,1,0
ENSP00000252826,ENSP00000252826,54795,TRPM4,6.76e-05,FALSE,NA,6.36301802229804e-19,0.234678415864727,0.413,0.0235114898738307,-0.147740265807619,0.94848789767667,0.946339466710949,0.947588689,0.93889877134524,0,1,0
ENSP00000259371,ENSP00000259371,153090,DAB2IP,6.03e-05,FALSE,NA,0.999652087746425,0.279025021489034,0.494,0.507431401523315,0.343743545061986,0.946417818565817,0.943397057556851,0.946255647,0.943259927157118,0,0.472395127975313,30.20313149
ENSP00000261731,ENSP00000261731,64211,LHX5,2.226e-05,FALSE,NA,0.695818426257564,0.427363961383569,0.496,0.158219208529934,-0.206195905643642,0.930531922120426,0.928903141077505,0.938393395,0.93070725720754,0,0.571399570846948,34.4536738128099
ENSP00000262719,ENSP00000262719,23239,PHLPP1,5.24e-05,FALSE,NA,0.918153757180465,1.45602515167179,0.587,0.349744133265615,0.190820873700971,0.863999209645281,0.843742815209555,0.804378123,0.942186673480192,0,1,0
ENSP00000263388,ENSP00000263388,4854,NOTCH3,0.0001062,FALSE,NA,0.207712384985181,3.42676791535574,0.41,0.0774487396658299,-0.1934805246592,0.804996284064015,0.799336864426687,0.627700747,0.896823010326868,0,1,2.687911619
ENSP00000265563,ENSP00000265563,5576,PRKAR2A,1.598e-05,FALSE,NA,0.983250575891508,1.30094915799186,0.416,0.209079484013854,0.030199045064656,0.831451997313956,0.821633583616421,0.831536201,0.923445812465329,0,1,0
ENSP00000268459,ENSP00000268459,85407,NKD1,2.492e-05,FALSE,NA,0.997929798892685,0.415298172455039,0.489,0.0602310978386771,-0.428344977896748,0.934278330229866,0.931034248207096,0.939403353,0.932926026879191,0,0.806198971,27.14088733
ENSP00000274054,ENSP00000274054,92345,NAF1,2.131e-05,FALSE,NA,0.959542886987655,0.427798188699882,0.411,0.0854387701967874,-0.126994649391808,0.938832933382752,0.936617274437382,0.938356508,0.922870628992424,0,1,1.27587417914913
ENSP00000281141,ENSP00000281141,8872,CDC123,1.408e-05,FALSE,NA,0.239628030246869,0.620125341604416,0.529,0.0598885589502203,0.0565858357651095,0.917536998877016,0.91454965027472,0.903926642,0.907077568789658,0,1,0
ENSP00000282903,ENSP00000282903,5352,PLOD2,2.598e-05,FALSE,NA,0.00117484049993417,0.97137986481959,0.443,0.00378544652046708,-0.539184416224785,0.622444368617441,0.60486063556311,0.866106436,0.752102768599469,0,1,1.416715205
ENSP00000291527,ENSP00000291527,7031,TFF1,4.93e-06,FALSE,NA,0.00630356016196767,0.679714857615337,0.452,0.00626682129497204,-0.419709074300915,0.884545255320246,0.884770697109857,0.89265633,0.896323122210825,0,1,0
ENSP00000299138,ENSP00000299138,55737,VPS35,2.793e-05,FALSE,NA,0.993599132125856,0.604914690903349,0.45,0.403613920788041,0.1544670582035,0.92815979687951,0.925751554706479,0.906075382,0.934914302852288,0,0.755597653493824,66.8424969124413
ENSP00000305906,ENSP00000305906,8433,UTF1,4.72e-06,FALSE,NA,0.150834366464766,0.522094927605488,0.455,0.0693527813695399,0.0368335308036512,0.88950443116958,0.888511425179603,0.918704399,1,0,1,0
ENSP00000314733,ENSP00000314733,54472,TOLLIP,1.732e-05,FALSE,NA,0.52290626801214,0.225401173178271,0.492,0.0535374701417845,-0.208430675286994,0.946588831747366,0.944501979914224,0.947854194,0.925258417596099,0,1,8.28304747304428
ENSP00000321537,ENSP00000321537,3996,LLGL1,5.91e-05,FALSE,NA,0.977463207224722,0.429365085309598,0.488,0.162852507140803,-0.093022649598263,0.943335555151317,0.941378326021261,0.93822171,0.943095513448329,0,1,42.1938018799605
ENSP00000326519,ENSP00000326519,79447,PAGR1,NA,FALSE,NA,0.500965910941921,NA,0.413,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000326630,ENSP00000326630,161882,ZFPM1,2.747e-05,FALSE,NA,0.0314918366014913,0.402700351974415,0.446,0.116421324064585,0.266026218765959,0.935251946199975,0.932964859766313,0.940506146,0.934664449880931,0,1,0
ENSP00000328181,ENSP00000328181,9241,NOG,1.715e-05,FALSE,NA,0.682857447957634,0.454269592430926,0.484,0.100599118161124,-0.177426538793424,0.923740970823098,0.922533229528396,0.934996448,0.925053930077714,0,1,1.579593451
ENSP00000331748,ENSP00000331748,201475,RAB12,9.96e-06,FALSE,NA,0.718356946973086,0.491481459178809,0.479,0.193698192942589,0.133551006478758,0.910257486289416,0.9079502677697,0.927429166,0.911256406989517,0,1,0
ENSP00000339260,ENSP00000339260,6540,SLC6A13,2.748e-05,FALSE,NA,1.85726644531532e-08,0.751968217106733,0.495,0.0123879935487377,-0.135354303393141,0.628346976965123,0.620196673431039,0.884471632,0.516910497708394,0,0.32022377,40.2573479
ENSP00000342307,ENSP00000342307,2305,FOXM1,3.399e-05,FALSE,NA,0.802589769159313,0.591350338738142,0.329,0.0970542931968019,-0.077641837910732,0.932589429064691,0.931000147878722,0.907963267,0.884839645188476,0,0.785885399936161,38.89229991
ENSP00000348578,ENSP00000348578,10146,G3BP1,1.777e-05,FALSE,NA,0.98839076401586,0.586114306792166,0.332,0.338610692916592,0.213684875802837,0.924635081296924,0.922267840101737,0.908821544,0.925832450891858,0,0.811387613448438,46.4697788853447
ENSP00000352257,ENSP00000352257,2547,XRCC6,2.341e-05,FALSE,NA,0.996855852811598,0.421868456407135,0.407,0.448204021504401,0.217930991311555,0.932466878341222,0.929863802426988,0.93890954,0.931698862278159,0,1,0
ENSP00000355173,ENSP00000355173,79065,ATG9A,4.18e-05,FALSE,NA,0.714827712943686,0.702159155327123,0.487,0.350929781023866,0.263621342450897,0.923845394230584,0.922854756984773,0.889293472,0.940128633913177,0,1,0
ENSP00000359382,ENSP00000359382,139135,PASD1,2.722e-05,FALSE,NA,0.89707670883228,0.399742490786431,0.487,NA,NA,0.936705393424147,0.932745929060899,0.940738816,0.934499118868344,0,1,0
ENSP00000359573,ENSP00000359573,8543,LMO4,9.73e-06,FALSE,NA,0.816026560670216,0.487472640684907,0.546,0.268731321335726,0.0877590604133457,0.90916676181108,0.907428978767762,0.928461368,0.910555278409293,0,0.763143807100598,42.0162929559309
ENSP00000360365,ENSP00000360365,28985,MCTS1,5.24e-06,FALSE,NA,0.825030345869128,0.519090360346941,0.496,0.070646728135143,-0.360793000292167,0.894385060653647,0.890917983796929,0.91961088,0.897497689042376,0,0.745073239,62.00127628
ENSP00000363921,ENSP00000363921,56288,PARD3,5.79e-05,FALSE,NA,0.938527049620697,0.372855520072394,0.492,0.171537869486999,0.024231576372003,0.948767744591458,0.942813603073524,0.94246903,0.944247301754699,0,1,11.7129210718172
ENSP00000366977,ENSP00000366977,57449,PLEKHG5,5.41e-05,FALSE,NA,4.02821229083025e-05,3.2768573764464,0.448,0.0846517616336299,0.36467856481648,0.711219599774381,0.702433463127802,0.632418743,0.942760309547833,0,0.583233985898902,99.73062348
ENSP00000370719,ENSP00000370719,6453,ITSN1,7.02e-05,FALSE,NA,0.999999973635691,2.99379115722749,0.521,0.202230018565886,-0.224455062953857,0.785822218795382,0.753541800417461,0.652149941,0.943623074082152,0,0.283758612092199,31.54036008
ENSP00000377372,ENSP00000377372,2596,GAP43,9.35e-06,TRUE,5,0.0123799221019638,0.382594749761864,0.76,0.0305621005292544,0.176010494492468,0.939292371427053,0.936909471299655,0.941880677,0.836164318758751,0,1,1.37661672037227
ENSP00000378323,ENSP00000378323,5530,PPP3CA,2.033e-05,FALSE,NA,0.998148788702111,0.569425200445843,0.609,0.686743388566481,0.476618221664904,0.936502629995991,0.925743414358982,0.910951935,0.928828897011875,0,1,100.4880113
ENSP00000380921,ENSP00000380921,30011,SH3KBP1,3.11e-05,TRUE,5,0.998643127661381,0.387072682761179,0.494,0.226802156243985,-0.015118984462957,0.942102435753048,0.935011337014756,0.941578948,0.936658443588283,0,1,0
ENSP00000381293,ENSP00000381293,4905,NSF,2.691e-05,FALSE,NA,0.713682130183303,1.14773493266101,0.487,0.340465434479025,0.277184573104946,0.861574839060675,0.848769810775211,0.847400981,0.934324365228812,0,1,13.96593287
ENSP00000398481,ENSP00000398481,93664,CADPS2,3.99e-05,TRUE,4,0.997778954042416,0.128953163071639,0.496,0.39030455685596,0.471194731097545,0.950253632447243,0.947428062145497,0.949828098,0.944648588528603,0,1,1.02071088963601
ENSP00000414851,ENSP00000414851,55250,ELP2,2.835e-05,FALSE,NA,1.30720183321891e-07,0.40532075401897,0.411,0.0324706462349641,0.202000112075268,0.941003809582811,0.938883815667501,0.940305888,0.937847531308699,0,1,4.198189473
ENSP00000416341,ENSP00000416341,4753,NELL2,3.174e-05,FALSE,NA,0.999853571748522,0.504869277699145,0.565,0.166604106951007,0.0484531868957419,0.942368466669872,0.934619515199345,0.923814392,0.940836060612467,0,1,0
ENSP00000003084,ENSP00000003084,1080,CFTR,5.1e-05,FALSE,NA,2.96390764420065e-36,0.0952968457027605,0.497,0.00281718003376843,-0.136519145935161,0.950281260966254,0.94794640260123,0.950269719,0.691640414107566,0,0.603259597,70.199840862563
ENSP00000005386,ENSP00000005386,79657,RPAP3,2.184e-05,FALSE,NA,0.140309540099749,0.876966397447594,0.409,0.0240157528726525,0.00937820939939801,0.872397366249182,0.868921624197379,0.874905335,0.943088937650731,0,1,6.136216049
ENSP00000161863,ENSP00000161863,64848,YTHDC2,5.11e-05,TRUE,,0.999999571704339,1.59109301000643,0.445,0.382954589107409,0.526198719909682,0.844843234820045,0.837539192146839,0.787224472,0.737294911837257,0,1,1.860932067
ENSP00000218089,ENSP00000218089,10735,STAG2,4.28e-05,FALSE,NA,0.999999812829939,0.437904940677037,0.571,0.691812256919772,0.361524871073497,0.942611937552425,0.939267218928778,0.937259454,0.940352769026327,0,0.495523987119694,134.4056642
ENSP00000219197,ENSP00000219197,869,CBLN1,1.237e-05,TRUE,5,0.814123266644296,1.35462902982966,0.582,0.108310321713055,-0.281076565893577,0.811600135073802,0.810206480150742,0.823268798,1,0,1,0.981876029
ENSP00000228872,ENSP00000228872,1027,CDKN1B,1.31e-05,TRUE,,0.847005306213341,0.617421962374157,0.569,0.0486438031107164,-0.259695555546643,0.915085973907642,0.914105385200139,0.904359326,0.91892037180333,0,0.279747323046898,88.2773999681056
ENSP00000244020,ENSP00000244020,6431,SRSF6,1.862e-05,FALSE,NA,0.992976413171211,0.444998355726366,0.453,0.229212060930844,-0.049802359736804,0.925764740893306,0.924816780448679,0.936322894,0.926898887235326,0,1,0
ENSP00000256644,ENSP00000256644,10542,LAMTOR5,NA,FALSE,NA,0.00711604756483594,NA,0.493,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000257905,ENSP00000257905,5502,PPP1R1A,6.24e-06,FALSE,NA,0.00857614104493053,0.673388241578508,0.519,0.0401883934766316,0.115410309571627,0.89044234631336,0.889683803340911,0.893908571,0.900547965148212,0,1,4.549605774
ENSP00000261170,ENSP00000261170,2984,GUCY2C,4.06e-05,FALSE,NA,1.77521150622888e-18,0.277169446799783,0.48,0.0384491652665046,0.149074586768613,0.946603683311153,0.94431205950382,0.946316441,0.938092038894832,0,1,0
ENSP00000262461,ENSP00000262461,6558,SLC12A2,4.41e-05,FALSE,NA,0.999438621805128,0.949290180462582,0.495,0.335766888473998,0.0607221140004598,0.896569951536012,0.879036890265707,0.868210428,0.925698464497491,0,1,19.6287048836634
ENSP00000263726,ENSP00000263726,89884,LHX4,1.936e-05,FALSE,NA,0.401093501395259,1.25155202905601,0.478,0.00911807961414417,-0.680840334299717,0.830963746025296,0.830226410479506,0.836969372,0.866749410381402,0,1,0
ENSP00000264335,ENSP00000264335,7531,YWHAE,1.134e-05,TRUE,4,0.964161141960601,0.630967697500475,0.572,0.426496809961029,0.191811902836573,0.914220716183831,0.909131676727722,0.901955163,1,0,1,1.627634924
ENSP00000264428,ENSP00000264428,2743,GLRB,1.681e-05,FALSE,NA,0.0269281197941717,0.401312278716496,0.607,0.0330184734692494,0.0899535279024949,0.940224081753839,0.93720527040746,0.940622713,0.936000822105979,0,1,49.68486257
ENSP00000264637,ENSP00000264637,7067,THRA,2.766e-05,TRUE,,0.167006769731387,1.13797635391503,0.59,0.290606456101114,0.429269248146811,0.854282768868004,0.85056064915386,0.848197185,0.9304276892935,0,1,1.05445585396589
ENSP00000280557,ENSP00000280557,8562,DENR,4.54e-06,TRUE,3,0.846252782580504,2.44360232200669,0.456,0.107639178513159,-0.120702844783217,0.635119718569492,0.626162437323189,0.694551781,0.895195698264009,0,1,0
ENSP00000297375,ENSP00000297375,2020,EN2,9.1e-06,TRUE,4,0.433107378953652,0.497321319804582,0.567,0.0599354298642924,-0.254873392168377,0.905044146619258,0.90489844332571,0.925891659,0.908715291685567,0,1,0
ENSP00000298231,ENSP00000298231,401,PHOX2A,8.27e-06,FALSE,NA,0.65257572600188,0.501619762858227,0.492,0.0429794538756523,-0.536719030669207,0.903192941570502,0.90233327705658,0.924726759,1,0,1,0
ENSP00000298717,ENSP00000298717,56339,METTL3,2.35e-05,FALSE,NA,0.00100496545950933,0.406708626828554,0.366,0.0378332687163967,-0.143771609798703,0.939973071096932,0.938074123523958,0.940197851,0.940642839028509,0,1,0
ENSP00000299206,ENSP00000299206,27343,POLL,2.418e-05,FALSE,NA,2.24671352271532e-11,0.732946973013473,0.444,0.0025017687673789,-0.781972266110969,0.903358753202513,0.901865497830762,0.886161219,0.940778346858791,0,1,0
ENSP00000299441,ENSP00000299441,8642,DCHS1,0.000143782,FALSE,NA,0.999995437521813,0.429614776813834,0.492,0.201440508649905,-0.115927753056711,0.948010530453134,0.945903993844584,0.938197854,0.946323825956753,0,0.540279788154034,10.29669804
ENSP00000302456,ENSP00000302456,51621,KLF13,1.126e-05,FALSE,NA,0.629113650372402,0.484237886142959,0.496,0.505781888754671,0.485095620109562,0.914836640611305,0.911924757272069,0.929228304,0.914702026059374,0,1,6.197352084
ENSP00000306123,ENSP00000306123,26015,RPAP1,6.14e-05,FALSE,NA,5.01588405270387e-15,0.37473470729066,0.409,0.0405115236030683,0.148117653566856,0.567198767654528,0.556987416613131,0.942363621,0.561401872360331,0,1,2.133052813
ENSP00000312735,ENSP00000312735,5431,POLR2B,4.5e-05,FALSE,NA,0.988161838424889,0.331346201812668,0.57,0.778477407924684,0.349182495117176,0.942437398812226,0.940170623496472,0.944341564,0.940833840984986,0,0.494056737972779,131.0865452
ENSP00000313420,ENSP00000313420,5591,PRKDC,0.000161825,TRUE,4,1,0.0971054415656468,0.33,0.287216599533178,0.27805629082819,0.689629293663559,0.653711732129653,0.950257925,1,0,1,30.0310718485217
ENSP00000328216,ENSP00000328216,84876,ORAI1,1.754e-05,FALSE,NA,0.00305335775445046,0.446604548767102,0.447,0.00496036762998201,-0.779642392917992,0.936610311527589,0.934908472463697,0.936118194,0.925567791620177,0,1,0
ENSP00000329093,ENSP00000329093,121278,TPH2,1.872e-05,TRUE,6,0.696911876254858,0.444657838636362,0.493,0.0429000750635248,-0.369333344978811,0.928823353937414,0.924955173760097,0.936360191,0.865244895532226,0,1,0
ENSP00000331608,ENSP00000331608,79191,IRX3,2.333e-05,FALSE,NA,NA,0.421976513210109,0.476,0.00381388195944332,-0.635927572884373,0.931267755410876,0.929782250893393,0.938891469,0.931606047297083,0,1,0.899539045
ENSP00000331727,ENSP00000331727,90134,KCNH7,4.42e-05,FALSE,NA,0.984445949327848,1.483532106102,0.499,0.269757970490127,-0.026110114158186,0.854933285587968,0.801578282280271,0.799235589,0.94067397124156,0,1,9.430305115
ENSP00000335320,ENSP00000335320,283149,BCL9L,7.66e-05,FALSE,NA,0.998124598837792,0.240068852649935,0.492,0.178167884309991,0.017613677504569,0.948563853563169,0.946475747668266,0.947453918,0.944548271222182,0,0.587287912,30.49313389
ENSP00000339191,ENSP00000339191,857,CAV1,7.94e-06,FALSE,NA,0.0187079719750825,0.503044827304717,0.331,0.0226213577206323,-0.175387727385528,0.904903872426363,0.901355141014541,0.924313127,0.905606951577055,0,0.775709875,78.88285055
ENSP00000340820,ENSP00000340820,4137,MAPT,4.12e-05,FALSE,NA,4.68264962282433e-05,4.41878328031442,0.758,0.116778701919766,0.435252991420928,0.63537540354752,0.618538284767581,0.575500033,0.939962227263668,1,0.018805827,78.23927318
ENSP00000342667,ENSP00000342667,25897,RNF19A,3.086e-05,FALSE,NA,0.0270760961169109,1.10521138437201,0.447,0.126767058043071,0.43190830847229,0.861784527711715,0.855499718722373,0.850725855,0.936528844066394,0,1,20.5861100136467
ENSP00000343464,ENSP00000343464,391723,HELT,2.341e-05,FALSE,NA,0.0473977091398056,0.422071750948006,0.452,NA,NA,0.93123120359818,0.929853178793775,0.938878551,0.931686511499419,0,1,0
ENSP00000344741,ENSP00000344741,3638,INSIG1,1.41e-05,FALSE,NA,0.124543666409511,1.30047423998157,0.54,0.0104080368523685,-0.621699887932301,0.820898279165118,0.819859652150276,0.831729232,0.785097118226848,0,0.802661006,21.50249928
ENSP00000345530,ENSP00000345530,4734,NEDD4,4.28e-05,FALSE,NA,6.44185120812023e-09,0.462465593938645,0.415,0.0118216662679885,-0.057392675453555,0.941968901675122,0.938538900256314,0.933624006,0.881718284587346,0,1,0
ENSP00000347427,ENSP00000347427,50488,MINK1,5.45e-05,FALSE,NA,0.999984021507432,0.29821883451416,0.572,0.51054997473316,0.217529936442963,0.841039245254374,0.835267742927392,0.94560568,0.744265649947785,0,0.380284505,100.7932436
ENSP00000348215,ENSP00000348215,9644,SH3PXD2A,5.67e-05,FALSE,NA,0.232738023334583,0.380068766952523,0.487,0.144969852849536,0.330083970956927,0.94587718100492,0.942518790261973,0.942043205,0.942795341085942,0,1,0
ENSP00000353735,ENSP00000353735,10210,TOPORS,4.13e-05,FALSE,NA,0.975842586892896,0.344553052746215,0.573,0.534429691285003,0.520583390717339,0.944375527762951,0.94235281262004,0.943869787,0.940005025139372,0,1,3.98658625239737
ENSP00000354218,ENSP00000354218,10848,PPP1R13L,5.14e-05,FALSE,NA,0.00265401837731973,0.468999897942881,0.358,0.0576235968908431,0.0804923918259359,0.941338692213153,0.939357188055704,0.932474897,0.942029133813602,0,1,2.717146188
ENSP00000356146,ENSP00000356146,22828,SCAF8,4.72e-05,FALSE,NA,0.999999979124473,0.323619504600484,0.547,0.252433441454068,0.130585131119986,0.943437056316102,0.940733615265874,0.944624117,0.941304573455251,0,1,0
ENSP00000359024,ENSP00000359024,9221,NOLC1,2.563e-05,FALSE,NA,0.246823454180935,0.471050836356374,0.018,0.0573122604994459,0.305475286987221,0.936919074013166,0.935207222611461,0.932118966,0.93933120815701,0,1,39.8744439013355
ENSP00000359212,ENSP00000359212,10660,LBX1,2.054e-05,FALSE,NA,0.805820728845252,0.436882740048505,0.492,0.118238150177189,-0.276124517065901,0.928196414352842,0.926931945072026,0.937353046,0.929039330301723,0,1,0
ENSP00000361900,ENSP00000361900,10953,TOMM34,1.191e-05,FALSE,NA,0.721089132713427,0.482277663476041,0.408,0.205857569505729,0.185417248752995,0.914449069274172,0.913003280630835,0.929773028,0.900635880164715,0,1,4.69113334575904
ENSP00000363296,ENSP00000363296,2914,GRM4,5.77e-05,TRUE,5,0.979350085369263,0.289415326113116,0.491,0.366003055890096,0.0701471109156857,0.945241846761999,0.942872911812301,0.945912516,0.942918037793303,0,1,0
ENSP00000363763,ENSP00000363763,2048,EPHB2,5.76e-05,TRUE,,0.999948635231362,3.48156215306861,0.608,0.4927572244582,0.238539418547837,0.722923466457438,0.697505574078182,0.623907319,0.576787977247698,0,1,3.06601573875852
ENSP00000364895,ENSP00000364895,7709,ZBTB17,4.63e-05,FALSE,NA,0.998165364992239,0.425230743118401,0.488,0.665841997196923,0.358986274969078,0.94239499030067,0.940280429204272,0.938597974,0.911931563144218,0,1,2.70648331190426
ENSP00000367398,ENSP00000367398,261734,NPHP4,8.07e-05,FALSE,NA,1.29374352876183e-17,0.0822713205078665,0.494,0.0604591736964944,0.511062773689771,0.950498341036886,0.948216482630969,0.950438064,0.905205716144549,0,1,0
ENSP00000367721,ENSP00000367721,23279,NUP160,5.65e-05,FALSE,NA,0.023979152527532,0.208607310467614,0.214,0.0675912951022695,0.317436319279638,0.948664539837827,0.946455533401444,0.948281724,0.942753739690275,0,1,11.47204494
ENSP00000375073,ENSP00000375073,163126,EID2,1.437e-05,FALSE,NA,0.750053234702107,0.467351376139247,0.411,0.266222318335537,0.108266727071008,0.91925924989647,0.918345548982908,0.932808594,0.921111782415164,0,0.551855742496865,38.6391597581153
ENSP00000383820,ENSP00000383820,57708,MIER1,1.681e-05,FALSE,NA,0.96629546639685,0.686687087805536,0.498,0.23367551730185,0.0950307412034083,0.910100789912768,0.902716869588723,0.891362082,0.86115369527855,0,0.15290526,114.3268516
ENSP00000417864,ENSP00000417864,8125,ANP32A,1.048e-05,FALSE,NA,0.973870035856712,0.483308317696064,0.569,0.5074598388473,0.343173251558441,0.912964177093141,0.909765449277718,0.929446208,1,0,1,22.1701814825073
ENSP00000430128,ENSP00000430128,138046,RALYL,1.172e-05,FALSE,NA,0.0296900360975372,0.481641044507996,0.612,0.0472175277990795,0.209028169963385,0.942410899006079,0.912953078813327,0.929925192,0.916003131523448,0,1,4.950444591313
ENSP00000216274,ENSP00000216274,11035,RIPK3,2.491e-05,FALSE,NA,2.24111545145836e-06,1.86897255375638,0.44,0.017252477472895,-0.101620261169726,0.767359808394949,0.76467884040043,0.759601512,0.807512373784453,0,1,0
ENSP00000221233,ENSP00000221233,56915,EXOSC5,1.437e-05,FALSE,NA,0.00119255746638531,0.609313544702891,0.282,0.00212981657536827,-0.860409412373905,0.917991464455735,0.916682991263274,0.905414532,0.921116772662145,0,1,8.843365569
ENSP00000230658,ENSP00000230658,3670,ISL1,2.004e-05,FALSE,NA,0.606135790074323,0.438054943769326,0.54,0.0447657167027604,-0.472917485542106,0.928045547935328,0.926506735289606,0.937231864,0.937538621643547,0,1,0
ENSP00000230732,ENSP00000230732,5459,POU4F3,2.469e-05,FALSE,NA,0.721115139448867,0.416833432486763,0.49,0.13021841420697,-0.035736219969592,0.932223786562476,0.930877108934121,0.939304252,0.939064976341877,0,1,0
ENSP00000232424,ENSP00000232424,3280,HES1,1.82e-05,FALSE,NA,0.644078951582769,0.447075530932962,0.491,0.0719672239754649,-0.305633948695573,0.925443880166402,0.924282011816744,0.93602823,1,0,1,9.038066185
ENSP00000233121,ENSP00000233121,22924,MAPRE3,1.212e-05,FALSE,NA,0.799864407370243,0.480204202083355,0.578,0.221733399469615,0.0578769877013259,0.918433414235521,0.913666821312706,0.930222842,0.916922395505581,0,0.094325313237403,10.7378327415977
ENSP00000247182,ENSP00000247182,6495,SIX1,1.832e-05,FALSE,NA,0.92637706377143,0.446726631364644,0.446,0.248179696958937,0.011466809664733,0.92563147769751,0.924363309103564,0.936083415,1,0,0.664133897,7.917482951
ENSP00000248070,ENSP00000248070,58513,EPS15L1,4.12e-05,FALSE,NA,0.970002535208416,0.211579182971391,0.495,0.298390212770554,0.177219534102386,0.948370313912462,0.945979492257359,0.948218296,0.939957718604884,0,0.528656095,16.56242924
ENSP00000250896,ENSP00000250896,2872,MKNK2,2.076e-05,FALSE,NA,9.33657569741937e-06,0.886675609175585,0.448,0.0699453380794256,0.302094730753677,0.869563785537257,0.867754618920995,0.873969949,0.869523446300486,0,1,0
ENSP00000253861,ENSP00000253861,60412,EXOC4,3.87e-05,FALSE,NA,0.000726958108385659,0.994608856400748,0.453,0.0570824287737022,0.343508383770811,0.939355051284034,0.869700061222468,0.863001478,0.937408316296315,0,1,1.157426673
ENSP00000256953,ENSP00000256953,85004,RERG,8.71e-06,FALSE,NA,0.00116495678097805,0.499547651344012,0.495,0.0265853168828242,-0.023033885683846,0.913438017186439,0.903572938623178,0.925286197,0.771329540753299,0,1,1.368349875
ENSP00000257017,ENSP00000257017,9363,RAB33A,1.297e-05,FALSE,NA,0.713538246843134,0.475118299403993,0.564,0.348752117077921,0.32428298868735,0.917525256079348,0.915712893882277,0.931347782,0.918594336809506,0,1,0
ENSP00000260967,ENSP00000260967,65061,CDK15,1.434e-05,FALSE,NA,5.05622865918498e-13,0.263086599732903,0.449,NA,NA,0.945284791953041,0.942927033138564,0.946737366,0.943956227210345,0,1,0
ENSP00000261396,ENSP00000261396,55746,NUP133,4.36e-05,TRUE,4,0.0662324196154904,0.298860738116098,0.495,0.0857466602797856,0.436558163645222,0.946194128359357,0.943862103655369,0.945572987,0.94054039010622,0,0.486561548117304,33.8387488808967
ENSP00000263033,ENSP00000263033,94121,SYTL4,2.545e-05,FALSE,NA,0.0246065524770759,0.413049526412893,0.485,0.0249890799572185,-0.039042682483666,0.934109151333388,0.931464256687734,0.93961813,0.943481748462062,0,1,7.943461748
