ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,forecASD,STRING_score,BrainSpan_score,STRING+BrainSpan_RF,krishnan_post,D_ens,D,TADA_BF,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000356213,7432,VIP,0.00000583,TRUE,,0.005828944,0.094,0.378,0.118,0.034,0.553,0.025610239,0.045759467,1.459753524,0.788127909,0.784931711,0.803517709,0.899450187,0,0.753090249,20.4205742
ENSP00000343764,7273,TTN,0.001245554,TRUE,4,1.21111E-32,0.094,0.374,0.541,0.293,0.485,NA,-0.178320918,1.28506E-06,0.950883279,0.948574558,0.950824867,1,0,1,0
ENSP00000357901,79005,SCNM1,0.00000786,FALSE,NA,4.72848E-05,0.094,0.370,0.142,0.047,0.416,0.006751408,-0.457065214,0.309439899,0.942299433,0.940454102,0.94517552,0.94074282,0,0.801581298,86.62325454
ENSP00000287907,3361,HTR5A,0.00002447,FALSE,NA,0.005788634,0.094,0.364,0.133,0.074,0.533,0.069655239,0.265257193,0.321262155,0.943507212,0.941682851,0.944710046,0.92703336,0,0.752074245,13.6979587
ENSP00000356989,5202,PFDN2,0.000008,FALSE,NA,0.219933484,0.094,0.362,0.317,0.392,0.506,0.054820699,0.05053605,0.502901827,0.903742516,0.901535078,0.924351451,0.905782434,0,0.164086636,10.63888665
ENSP00000312150,10221,TRIB1,0.0000121,FALSE,NA,0.606587657,0.094,0.352,0.434,0.138,0.495,0.102972614,-0.007186602,0.979099975,0.854959165,0.852962066,0.865257533,0.933103234,0,0.167453218,17.37546097
ENSP00000394624,4988,OPRM1,0.0000115,TRUE,5,4.20778E-05,0.094,0.344,0.048,0.133,0.496,0.018403993,0.030013354,0.980796197,0.862867508,0.852504346,0.865086073,1,0,0.520359953,50.93953673
ENSP00000323858,79039,DDX54,0.0000519,FALSE,NA,1.04149E-06,0.094,0.338,0.364,0.063,0.341,0.05521962,0.155804269,0.127779204,0.949792524,0.947587087,0.949851046,0.693968463,0,1,0
ENSP00000368831,6643,SNX2,0.00001786,FALSE,NA,0.997941242,0.094,0.330,0.295,0.132,0.33,0.061502005,-0.359209818,0.585312573,0.92621758,0.922432844,0.908934374,0.925941458,0,0.542239359,128.439021
ENSP00000365198,23254,KAZN,0.0000403,FALSE,NA,0.144589791,0.094,0.318,0.724,0.713,0.57,0.112289036,0.190203576,1.534709405,0.872338811,0.830081777,0.792452393,0.939724832,0,1,0
ENSP00000261047,9626,GUCA1C,0.00000687,FALSE,NA,0.000632586,0.094,0.316,0.078,0.048,0.491,NA,NA,0.50925683,0.901788749,0.897567155,0.922658919,0.825256969,0,0.534730902,53.68843077
ENSP00000352561,799,CALCR,0.0000201,FALSE,NA,3.37647E-05,0.094,0.316,0.253,0.088,0.498,0.023276799,-0.020604961,0.577306042,0.93082993,0.924724116,0.909973285,0.928577187,0,0.301445434,23.26190018
ENSP00000439918,10179,RBM7,0.00001056,FALSE,NA,0.769935289,0.094,0.316,0.306,0.240,0.44,0.130926626,0.0552398,0.48772789,0.911476223,0.910215061,0.928400707,0.912936466,0,0.494777813,79.06919925
ENSP00000369962,150084,IGSF5,0.00001713,FALSE,NA,2.32102E-11,0.094,0.314,0.194,0.059,0.491,0.013237994,-0.130065264,0.315912562,0.811649484,0.808365216,0.944918918,0.571046604,0,1,0
ENSP00000298316,382,ARF6,0.00001083,FALSE,NA,0.600609559,0.094,0.312,0.407,0.116,0.493,0.324459992,0.222475586,0.481378223,0.911561965,0.910746004,0.929978217,0.913637147,0,1,9.836325189
ENSP00000371388,140809,SRXN1,0.00000448,FALSE,NA,0.008657879,0.094,0.304,0.106,0.013,0.412,0.003812851,-0.746028148,1.483932447,0.779898635,0.778491498,0.799169542,0.89497335,0,0.610296407,65.57109697
ENSP00000356853,7371,UCK2,0.00001321,FALSE,NA,0.962082764,0.094,0.298,0.501,0.326,0.256,0.504638948,0.327105497,0.474214367,0.920256794,0.916077599,0.931539482,0.933934917,0,1,0
ENSP00000285071,201163,FLCN,0.00003149,FALSE,NA,0.958489798,0.094,0.296,0.307,0.286,0.433,0.388215379,0.312754636,0.610195555,0.928699895,0.926951475,0.905307653,0.943104282,0,1,0.924348478
ENSP00000349003,5733,PTGER3,0.00002611,TRUE,,0.787642829,0.094,0.292,0.036,0.082,0.571,0.258105898,0.084355233,0.409571662,0.936437849,0.931938132,0.939950677,0.928867627,0,1,0
ENSP00000378191,9255,AIMP1,0.00001027,FALSE,NA,0.000209309,0.094,0.290,0.227,0.131,0.448,0.056373536,0.448829329,1.00013332,0.852960335,0.849121363,0.862277985,0.931584333,0,0.590777038,116.9084987
ENSP00000373476,399664,MEX3D,0.00002242,FALSE,NA,NA,0.094,0.288,0.286,0.040,0.495,0.021387372,-0.03446392,0.426817601,0.930722258,0.928968849,0.938422345,1,0,1,0
ENSP00000257700,60561,RINT1,0.00002823,FALSE,NA,1.92725E-06,0.094,0.278,0.337,0.172,0.329,0.049649689,0.244900871,0.278789295,0.945571622,0.943443152,0.946264333,0.930884218,0,0.621031412,68.0456358
ENSP00000219599,1428,CRYM,0.00001166,FALSE,NA,0.027148784,0.094,0.274,0.276,0.004,0.496,0.099286182,0.427736958,0.482081162,0.916179987,0.912915374,0.929837819,0.915847481,0,0.73537239,73.97936012
ENSP00000217958,5716,PSMD10,0.00000818,TRUE,5,0.403603163,0.094,0.254,0.318,0.051,0.502,0.010424319,-0.642082613,0.501865298,0.903331172,0.902157498,0.924651202,0.906383561,0,0.693398842,61.17010876
ENSP00000231368,4012,LNPEP,0.00003368,FALSE,NA,0.998308426,0.094,0.254,0.352,0.220,0.375,0.306382619,0.293069777,0.375757658,0.939158064,0.936256069,0.942297003,0.942477709,0,1,0
ENSP00000257287,9662,CEP135,0.0000383,TRUE,3,4.85411E-17,0.094,0.244,0.494,0.068,0.447,0.010980581,-0.122275443,0.248893922,0.869092081,0.863688068,0.947197928,0.555853739,0,1,10.60907727
ENSP00000382178,161357,MDGA2,0.00002715,TRUE,4,0.993216871,0.094,0.236,0.632,0.109,0.496,0.175589453,-0.050924634,0.311417204,0.949180653,0.942274935,0.94509228,0.93444192,0,1,2.034177192
ENSP00000262464,2201,FBN2,0.0001256,FALSE,NA,0.999999992,0.094,0.234,0.278,0.001,0.543,0.200664024,-0.00529183,0.140689344,0.950218502,0.947829521,0.949636354,0.946302466,0,1,8.53380589
ENSP00000261180,29953,TRHDE,0.0000431,FALSE,NA,0.080996509,0.094,0.228,0.215,0.066,0.514,0.202745611,0.400811594,0.442117063,0.944879834,0.939308132,0.936724137,0.940404208,0,1,24.5548395
ENSP00000233714,10314,LANCL1,0.00001448,FALSE,NA,9.92098E-06,0.094,0.216,0.189,0.002,0.447,0.028404156,0.325896598,1.319189934,0.822017349,0.817870683,0.829005758,0.854999435,0,0.690542227,92.20793968
ENSP00000299155,81693,AMN,0.00002212,FALSE,NA,0.092357836,0.094,0.216,0.260,0.001,0.415,0.121324906,0.341925114,1.415293284,0.817247932,0.816219021,0.811530073,0.930584153,0,0.195599496,98.37032253
ENSP00000267485,145407,C14orf37,0.00002746,FALSE,NA,8.27236E-05,0.094,0.208,0.773,0.476,0.492,0.009594013,-0.135986002,0.835708337,0.897879562,0.878956254,0.877925127,0.939828996,0,1,2.923858931
ENSP00000359600,57489,ODF2L,0.00001865,FALSE,NA,3.32071E-09,0.094,0.208,0.361,0.102,0.447,0.011724078,0.014778718,0.094116886,0.949899199,0.947679767,0.950288612,0.86506294,0,0.692724467,43.41213283
ENSP00000282286,57343,ZNF304,0.00002365,FALSE,NA,0.85265032,0.094,0.204,0.775,0.486,0.487,NA,NA,1.19078065,0.841875422,0.840885893,0.843674103,0.931910767,0,1,24.86990636
ENSP00000311447,253982,ASPHD1,0.00002199,FALSE,NA,0.120035613,0.094,0.202,0.186,0.004,0.497,0.123549362,0.29495478,0.428521441,0.930071466,0.928672071,0.938295807,0.871576421,0,1,0
ENSP00000265162,2028,ENPEP,0.0000393,FALSE,NA,3.57621E-19,0.094,0.196,0.259,0.002,0.493,0.004189348,-0.54114475,0.08918013,0.950205967,0.947928171,0.950361967,0.94617927,0,1,6.485302693
ENSP00000247956,57693,ZNF317,0.0000329,FALSE,NA,0.01570657,0.094,0.182,0.779,0.404,0.447,0.056498623,0.101338419,0.381535995,0.937534159,0.935770694,0.941955072,0.883873302,0,1,7.530884362
ENSP00000318445,6482,ST3GAL1,0.00001799,FALSE,NA,0.593559246,0.094,0.168,0.773,0.431,0.413,0.11846562,0.035831559,0.448349502,0.926847334,0.924036852,0.935841369,0.863661536,0,1,10.5539281
ENSP00000177648,80216,ALPK1,0.0000479,FALSE,NA,9.99914E-08,0.094,0.148,0.440,0.133,0.447,0.014965392,-0.059807525,0.27380832,0.947237399,0.944797739,0.946444435,0.941412428,0,0.050798191,20.92637991
ENSP00000385422,83873,GPR61,0.00002117,FALSE,NA,0.801488898,0.094,0.104,0.327,0.122,0.491,0.361794857,0.29635739,0.563190485,0.928241096,0.926838004,0.911689542,0.929689142,0,1,0
ENSP00000318834,126541,OR10H4,0.00001183,FALSE,NA,0.000560233,0.094,0.090,0.039,0.000,0.444,NA,NA,2.646930607,0.678825534,0.673731986,0.676697491,0.846198797,0,1,0
ENSP00000361917,51309,ARMCX1,0.00001773,FALSE,NA,0.395796527,0.093,0.097,0.297,0.070,0.492,0.099544063,0.076459401,0.450169566,0.924750051,0.923478471,0.935596782,0.925771651,0,0.722481399,50.77177728
ENSP00000344308,84905,ZNF341,0.0000438,FALSE,NA,0.124189157,0.093,0.287,0.722,0.229,0.447,0.184510291,0.59602757,0.685297596,0.928651959,0.925665965,0.891582905,0.940569368,0,1,0
ENSP00000264025,5818,PVRL1,0.0000314,FALSE,NA,0.503155896,0.093,0.318,0.560,0.101,0.497,0.156995876,0.177124552,0.500625701,0.937414351,0.934790166,0.924970736,0.882602334,0,1,7.025286322
ENSP00000300850,9726,ZNF646,0.0000872,FALSE,NA,0.00556536,0.093,0.194,0.741,0.359,0.447,0.07677719,0.382752672,0.161652028,0.949797481,0.947615393,0.949270445,0.945135968,0,1,0
ENSP00000286355,114,ADCY8,0.0000552,FALSE,NA,0.002985662,0.093,0.381,0.356,0.204,0.505,0.022576028,-0.27025975,0.089943578,0.950382018,0.94803516,0.950354856,0.93526435,0,0.819103983,12.83157901
ENSP00000264664,2255,FGF10,0.00000815,FALSE,NA,0.858814552,0.093,0.428,0.315,0.195,0.493,0.110569497,-0.146447282,0.502037891,0.911332788,0.902060448,0.92459438,0.906248081,0,1,2.086482839
ENSP00000334100,23265,EXOC7,0.000034,FALSE,NA,0.000651393,0.092,0.401,0.528,0.348,0.492,0.052810006,0.103752625,0.132138449,0.949449016,0.94730297,0.949786878,0.843956138,0,1,0.887641092
ENSP00000260810,11073,TOPBP1,0.0000526,FALSE,NA,0.999999934,0.092,0.251,0.614,0.106,0.507,0.277806657,0.227989386,0.863393878,0.915921016,0.910705483,0.875946894,0.942212933,0,1,0
ENSP00000462986,132430,PABPC4L,0.0000165,FALSE,NA,0.220668248,0.092,0.500,0.136,0.575,0.45,0.017976093,-0.173454449,0.588223465,0.921201302,0.92016996,0.908505271,1,0,1,0
ENSP00000304198,85509,MBD3L1,0.00000723,FALSE,NA,1.30309E-05,0.092,0.486,0.002,0.295,0.45,0.01636411,-0.104640455,0.507843464,0.899009394,0.898694672,0.923019625,0.766373069,0,1,0
ENSP00000262916,9132,KCNQ4,0.0000419,FALSE,NA,0.985178282,0.092,0.470,0.285,0.740,0.427,0.116826591,-0.491998985,0.447368763,0.940943647,0.9389772,0.935987482,0.940146587,0,1,0
ENSP00000396954,22809,ATF5,0.00001272,FALSE,NA,0.02266778,0.092,0.470,0.368,0.869,0.366,0.002886321,-0.591294759,0.629470907,0.911746949,0.911234944,0.902286727,0.918059494,0,1,0
ENSP00000259803,8521,GCM1,0.00001811,FALSE,NA,0.98833394,0.092,0.466,0.042,0.248,0.49,0.155981558,-0.112124938,0.447847718,0.925870885,0.924144618,0.93591747,0.926269263,0,1,0
ENSP00000357615,2444,FRK,0.00001935,TRUE,4,6.59375E-10,0.092,0.464,0.269,0.639,0.447,0.042211281,0.192435149,0.507538581,0.935207034,0.931136342,0.923120326,0.927767328,0,1,0
ENSP00000324740,7525,YES1,0.00001846,FALSE,NA,0.046391622,0.092,0.460,0.189,0.578,0.493,0.015760146,-0.254909857,0.672626182,0.915784469,0.90849215,0.894091093,0.8646181,0,1,0
ENSP00000356236,127833,SYT2,0.00001868,FALSE,NA,0.887810989,0.092,0.460,0.106,0.272,0.491,0.165777278,-0.081621091,0.446633488,0.929884382,0.924669219,0.936106608,0.926971991,0,1,0
ENSP00000202625,343641,TGM6,0.0000376,FALSE,NA,2.75865E-18,0.092,0.450,0.035,0.209,0.446,0.021080663,0.053559884,0.140008332,0.949407139,0.94724442,0.949647728,0.939650002,0,1,0
ENSP00000315417,8092,ALX1,0.00001522,FALSE,NA,0.60032616,0.092,0.450,0.096,0.246,0.495,0.084155295,-0.056947403,0.946888358,0.861035585,0.858243119,0.868512949,0.92223251,0,1,0
ENSP00000420127,9367,RAB9A,0.00000743,FALSE,NA,0.779010977,0.092,0.440,0.145,0.335,0.439,0.038447604,-0.515884245,0.500488491,0.902493211,0.899918824,0.925008062,1,0,0.637770531,76.41213709
ENSP00000256644,10542,LAMTOR5,NA,FALSE,NA,0.007116048,0.092,0.432,0.125,0.221,0.493,NA,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000247219,387332,TBPL2,0.00001527,FALSE,NA,4.93487E-08,0.092,0.428,0.012,0.151,0.415,NA,NA,0.242136847,0.945809627,0.943742174,0.94740182,0.91008747,0,1,9.174309675
ENSP00000305255,9482,STX8,0.00000881,FALSE,NA,0.000144083,0.092,0.424,0.109,0.197,0.234,0.002494758,-0.669920373,0.498054693,0.926003051,0.904225816,0.925720188,0.930332626,0,1,54.53104618
ENSP00000293549,7471,WNT1,0.00002262,TRUE,,0.101878962,0.092,0.414,0.178,0.283,0.495,0.064881633,-0.087241335,0.42564907,0.930636576,0.929150642,0.93855615,0.931005664,0,1,0
ENSP00000286523,91748,ELMSAN1,NA,FALSE,NA,0.99977278,0.092,0.408,0.520,0.416,0.494,NA,NA,NA,NA,NA,NA,NA,0,1,0
ENSP00000350681,2005,ELK4,0.00001444,FALSE,NA,0.084588675,0.092,0.408,0.444,0.283,0.494,0.039078323,0.140048275,0.609308852,0.918711233,0.916610751,0.905432313,0.921221314,0,1,4.256435992
ENSP00000317469,582,BBS1,0.00002974,FALSE,NA,1.77867E-07,0.092,0.396,0.430,0.154,0.427,0.105390952,0.554924407,0.5946987,0.929475377,0.927592461,0.907445966,0.940384075,0,0.594773058,45.49782153
ENSP00000371341,10188,TNK2,0.0000625,FALSE,NA,1.20621E-10,0.092,0.390,0.119,0.019,0.495,0.019693517,0.04470137,0.368525001,0.94532517,0.943240638,0.942683636,0.943464117,0,0.688850427,35.37227097
ENSP00000259569,26953,RANBP6,0.0000382,FALSE,NA,0.04174251,0.092,0.386,0.632,0.289,0.497,0.037547279,0.248049481,0.360485554,0.939627204,0.937855132,0.943091693,0.939159295,0,1,0
ENSP00000257829,55226,NAT10,0.0000427,FALSE,NA,1.054E-13,0.092,0.384,0.587,0.331,0.269,0.056868365,0.280447534,0.165947311,0.949033197,0.946865862,0.949194363,0.945793972,0,1,7.400600066
ENSP00000255194,8546,AP3B1,0.0000374,FALSE,NA,0.99538603,0.092,0.382,0.161,0.031,0.378,0.29008539,0.328232899,1.689230361,0.838700549,0.80597089,0.776148653,0.888027561,0,1,1.153866064
ENSP00000244711,4201,MEA1,0.00000743,FALSE,NA,0.043401233,0.092,0.380,0.230,0.249,0.495,0.002502148,-0.764487226,0.501474124,0.928277596,0.927068356,0.92476445,0.904045206,0,1,1.125812922
ENSP00000351706,2712,GK2,0.00002016,FALSE,NA,2.89758E-08,0.092,0.374,0.072,0.091,0.494,0.017247861,-0.028023351,0.305195113,0.943792113,0.941871154,0.945356911,0.943172238,0,0.225422526,26.27784905
ENSP00000370912,7006,TEC,0.00002196,FALSE,NA,0.002573311,0.092,0.370,0.363,0.105,0.493,0.024975894,-0.100087313,0.558293494,0.932191933,0.927759993,0.91220005,0.930463642,0,0.257432349,36.43491699
ENSP00000303554,5780,PTPN9,0.0000225,FALSE,NA,0.986283614,0.092,0.352,0.531,0.225,0.497,0.212134149,-0.024899589,0.421965338,0.940470739,0.937119344,0.938896634,0.930913042,0,1,18.168254
ENSP00000335416,137695,TMEM68,0.00000864,FALSE,NA,0.01693697,0.092,0.352,0.316,0.206,0.336,0.119241107,0.484258413,0.752585617,0.876199142,0.872584955,0.884411296,0.907677327,0,0.724245505,103.0131317
ENSP00000265724,5243,ABCB1,0.0000467,FALSE,NA,0.734473812,0.092,0.330,0.329,0.194,0.497,0.176705172,0.195677199,0.430167143,0.943150277,0.940151851,0.938139437,0.941203266,0,1,3.273495896
ENSP00000292095,23621,BACE1,0.0000223,FALSE,NA,0.944278809,0.092,0.322,0.465,0.255,0.485,0.134098155,-0.293089174,0.426410529,0.930907655,0.928983431,0.938464404,0.92428172,0,0.714143184,28.83095985
ENSP00000303997,54676,GTPBP2,0.00002886,FALSE,NA,0.88477892,0.092,0.320,0.463,0.247,0.482,0.397341964,0.112317885,0.599132576,0.928390833,0.92681054,0.906861249,0.935450497,0,1,0
ENSP00000298428,55176,SEC61A2,0.00001881,FALSE,NA,0.950042172,0.092,0.318,0.513,0.249,0.496,0.269304065,-0.025466492,0.57923168,0.926165182,0.923772125,0.909730268,0.927140329,0,0.749490699,20.31558633
ENSP00000281474,636,BICD1,0.0000408,FALSE,NA,0.144785241,0.092,0.316,0.646,0.401,0.572,0.09164178,0.181277678,0.451187295,0.942843651,0.938677088,0.935427281,0.93815586,0,1,0
ENSP00000183605,51208,CLDN18,0.0000129,FALSE,NA,0.012644934,0.092,0.312,0.293,0.130,0.498,0.022688893,-0.047210577,1.570867824,0.78718683,0.781672063,0.789281839,0.918477172,0,1,11.36906816
ENSP00000323178,8844,KSR1,0.0000418,FALSE,NA,0.609182271,0.092,0.312,0.660,0.524,0.495,0.234765998,0.291257572,0.990707144,0.887811489,0.871750845,0.863647809,0.940135366,0,1,0
ENSP00000265022,1608,DGKG,0.0000358,FALSE,NA,5.43821E-06,0.092,0.306,0.126,0.014,0.522,0.060256482,0.445385466,0.504019494,0.939596103,0.935539199,0.924062561,0.850229898,0,1,0
ENSP00000292327,4634,MYL3,0.00000879,FALSE,NA,0.888080621,0.092,0.304,0.175,0.014,0.447,0.318117335,0.333873625,0.650579199,0.901421564,0.900791225,0.898118711,0.907976703,0,1,5.591907575
ENSP00000234488,1185,CLCN6,0.0000454,FALSE,NA,0.163974191,0.092,0.282,0.500,0.161,0.492,0.038396608,-0.099815511,0.93168815,0.889491062,0.88670498,0.870116857,0.871936009,0,0.146767002,17.60197635
ENSP00000337383,114548,NLRP3,0.0000456,FALSE,NA,0.447262679,0.092,0.276,0.228,0.041,0.494,0.093040452,-0.05566592,0.252656884,0.869625028,0.868251671,0.947063296,0.721808034,0,1,0
ENSP00000354950,65217,PCDH15,0.0000645,TRUE,4,7.23124E-11,0.092,0.274,0.189,0.002,0.461,0.007202134,-0.087100242,0.378819384,0.942243615,0.847978538,0.942133378,0.873282551,0,0.772879447,52.71506458
ENSP00000016171,1355,COX15,0.00001624,FALSE,NA,2.16295E-09,0.092,0.266,0.429,0.043,0.296,0.052256267,0.322868967,0.813336224,0.87372676,0.87145151,0.879465196,0.596957263,0,1,1.333319133
ENSP00000424870,6728,SRP19,0.00000493,FALSE,NA,0.085267996,0.092,0.262,0.353,0.225,0.495,0.002725247,-0.817715846,0.294667798,0.942777941,0.940789364,0.94573194,0.896310523,0,1,0
ENSP00000340200,10249,GLYAT,0.00000978,FALSE,NA,8.03824E-05,0.092,0.260,0.009,0.002,0.549,0.001732203,-0.752774108,0.437314279,0.93552959,0.93369102,0.937303536,0.910732358,0,1,0
ENSP00000340211,57175,CORO1B,0.0000294,FALSE,NA,0.260249265,0.092,0.258,0.159,0.000,0.446,0.091056365,0.209507837,0.51347986,0.935155616,0.933621977,0.921395264,0.935733668,0,0.227472733,80.87460783
ENSP00000271015,8915,BCL10,0.00000889,FALSE,NA,0.118213219,0.092,0.252,0.420,0.022,0.36,0.017351416,-0.387612664,0.493563242,0.93005624,0.928583593,0.926878571,0.891124695,0,0.185507194,42.43724922
ENSP00000291182,9310,ZNF235,0.00002449,FALSE,NA,1.8582E-10,0.092,0.238,0.513,0.106,0.495,0.003471027,-0.575341963,0.320976029,0.943693855,0.941690709,0.944716652,0.939005028,0,1,2.185955054
ENSP00000310565,92126,DSEL,0.00004,FALSE,NA,5.16087E-06,0.092,0.238,0.722,0.375,0.492,0.02025175,-0.013002472,0.269489819,0.946487251,0.944512099,0.94656589,0.942333301,0,0.745652323,38.23959529
ENSP00000259883,84547,PGBD1,0.00002719,FALSE,NA,1.46735E-05,0.092,0.228,0.493,0.062,0.488,0.021287037,-0.040542734,0.473732147,0.937194795,0.935416939,0.931620642,0.566797386,0,1,0
ENSP00000265334,51265,CDKL3,0.00001579,FALSE,NA,4.32899E-07,0.092,0.226,0.248,0.002,0.437,0.00381994,-0.460686904,1.782689889,0.772007117,0.761333728,0.76697798,0.811343429,0,1,0
ENSP00000324392,57674,RNF213,0.000211009,FALSE,NA,1.67778E-29,0.092,0.182,0.372,0.151,0.383,0.037132393,-0.050279795,0.175170407,0.870556412,0.865269542,0.949011449,0.574711116,0,1,0.966701628
ENSP00000375087,56260,C8orf44,0.00000542,FALSE,NA,0.016940286,0.092,0.144,0.354,0.394,0.457,NA,NA,1.465710288,0.786711962,0.783453607,0.802645869,0.739037975,0,0.760148151,9.275698919
ENSP00000344413,5673,PSG5,0.00001333,FALSE,NA,1.20872E-10,0.092,0.142,0.072,0.002,0.452,NA,NA,1.789332658,0.762654044,0.757969595,0.766385953,0.943424495,0,1,0
ENSP00000383421,54033,RBM11,0.00000955,FALSE,NA,2.91016E-05,0.092,0.134,0.349,0.305,0.493,0.003871464,-0.558042178,0.205469308,0.946700117,0.944699195,0.948371486,0.866396953,0,0.78895691,22.91084543
ENSP00000239444,56128,PCDHB8,0.0000454,FALSE,NA,4.79969E-08,0.092,0.128,0.652,0.106,0.492,0.165624561,0.63392885,0.254253801,0.947178336,0.945168407,0.94701768,0.940909274,0,1,1.202020902
ENSP00000333751,345557,PLCXD3,0.00001168,FALSE,NA,0.048488739,0.092,0.122,0.460,0.140,0.509,0.08468328,0.476407354,0.476748172,0.93680324,0.931119348,0.931028321,0.915909866,0,1,0
ENSP00000369840,122046,TEX26,0.0000097,FALSE,NA,8.72442E-09,0.092,0.094,0.078,0.004,0.493,0.004529562,-0.343580948,0.492953419,0.90992826,0.907142402,0.927020626,0.798913284,0,0.196115418,10.02751008
ENSP00000317000,53346,TM6SF1,0.00001398,FALSE,NA,6.46941E-05,0.092,0.092,0.307,0.106,0.488,0.015046551,-0.184166882,0.287718842,0.944091044,0.941978186,0.945977727,0.906777195,0,0.738699759,66.28600348
ENSP00000364985,58530,LY6G6D,0.00000627,FALSE,NA,0.542857604,0.092,0.092,0.339,0.183,0.449,0.042945422,-0.207268911,1.693033668,0.759394731,0.757065568,0.775526136,0.900668783,0,1,0
ENSP00000379204,655,BMP7,0.00002289,FALSE,NA,0.981286768,0.092,0.306,0.126,0.002,0.57,0.140808705,-0.288279061,0.552805677,0.931825014,0.928627867,0.91286953,0.931262285,0,0.613290159,46.73251957
ENSP00000278903,9538,EI24,0.00001251,FALSE,NA,0.965168319,0.091,0.257,0.366,0.088,0.366,0.293007997,0.191993936,0.368220209,0.940260204,0.938291898,0.942704125,0.933424919,0,1,6.494201587
ENSP00000194155,56133,PCDHB2,0.0000503,FALSE,NA,NA,0.091,0.152,0.721,0.188,0.491,0.032481114,0.113751331,0.747740077,0.923954152,0.922922245,0.88502592,0.920602172,0,1,44.02087271
ENSP00000410768,57579,FAM135A,0.000043,FALSE,NA,0.78712561,0.090,0.121,0.569,0.157,0.491,0.165277564,0.149131217,0.169164892,0.94920771,0.946807532,0.949129587,0.942742786,0,0.784234786,20.12495501
ENSP00000281523,79750,ZNF385D,0.00001749,FALSE,NA,0.724321867,0.090,0.104,0.283,0.034,0.498,NA,NA,0.450449288,0.934082533,0.923350398,0.935549331,0.862740286,0,0.726972797,22.02950106
ENSP00000341680,84062,DTNBP1,0.00001244,FALSE,NA,1.3393E-06,0.090,0.502,0.122,0.468,0.449,0.011157352,-0.23241446,0.850218787,0.873859879,0.865373562,0.877072784,0.871644042,0,1,0
ENSP00000378699,983,CDK1,0.00000918,FALSE,NA,0.970572339,0.090,0.496,0.015,0.322,0.366,0.147761711,-0.250283694,0.495782453,0.907440261,0.905390235,0.92631954,0.908954448,0,1,0
ENSP00000366618,8340,HIST1H2BL,0.00000907,FALSE,NA,0.002867554,0.090,0.464,0.020,0.225,0.465,NA,NA,1.405654045,0.7994587,0.797426043,0.813725754,0.891548544,0,1,0
ENSP00000409007,2668,GDNF,0.00001176,FALSE,NA,0.698672292,0.090,0.446,0.058,0.244,0.493,0.0507156,-0.345746839,0.481219433,0.9148238,0.913284089,0.93002357,0.916077495,0,1,8.755597963
ENSP00000363019,7321,UBE2D1,0.00000484,FALSE,NA,0.90888495,0.090,0.438,0.412,0.418,0.367,0.130133067,-0.167863844,0.515599683,0.894514436,0.889447153,0.920725883,1,0,1,22.7991794
ENSP00000389585,22947,DUX4,0.000033,FALSE,NA,NA,0.090,0.436,0.152,0.302,0.404,NA,NA,0.374652133,0.937736907,0.935980254,0.942370505,1,0,1,0
ENSP00000230732,5459,POU4F3,0.00002469,FALSE,NA,0.721115139,0.090,0.430,0.228,0.570,0.49,0.130218414,-0.03573622,0.416833432,0.932223787,0.930877109,0.939304252,0.939064976,0,1,0
ENSP00000263708,5775,PTPN4,NA,FALSE,NA,0.999997516,0.090,0.424,0.260,0.482,0.496,0.158290038,-0.198696588,NA,NA,NA,NA,NA,0,1,0
ENSP00000222120,9545,RAB3D,0.00001287,FALSE,NA,0.001426284,0.090,0.422,0.666,0.574,0.427,0.042572527,0.115501108,0.973638154,0.856088332,0.854018311,0.865810879,0.91838751,0,1,4.10447142
ENSP00000297596,2669,GEM,0.00001376,FALSE,NA,6.12905E-06,0.090,0.406,0.091,0.154,0.488,0.003220602,-0.660553903,0.219253792,0.946494688,0.94449945,0.948048104,0.942269832,0,1,8.126457279
ENSP00000263094,10347,ABCA7,0.000121,TRUE,,1.8916E-36,0.090,0.404,0.149,0.148,0.411,0.006240772,-0.352171173,0.079053555,0.948947159,0.946863325,0.95047632,0.729149049,0,1,6.706298726
ENSP00000264233,10721,POLQ,0.0000872,FALSE,NA,9.94639E-47,0.090,0.392,0.066,0.096,0.41,0.049461459,0.411284539,0.040078513,0.95072117,0.948429748,0.950725303,0.946512392,0,1,0
ENSP00000053469,2978,GUCA1A,0.00001149,FALSE,NA,0.009918328,0.090,0.384,0.190,0.064,0.572,0.01287981,-0.257119416,0.480909934,0.932003691,0.930684687,0.930083903,0.844872863,0,1,0
ENSP00000363095,22954,TRIM32,0.00002845,FALSE,NA,0.097317644,0.090,0.382,0.571,0.373,0.447,0.13333764,0.510886844,0.394607057,0.94123819,0.939319039,0.941120051,0.879675179,0,1,0.887724378
ENSP00000400010,5795,PTPRJ,0.0000571,FALSE,NA,2.38654E-05,0.090,0.378,0.379,0.133,0.486,0.094138189,0.427406145,1.849006502,0.835193016,0.816482458,0.760659581,0.94468743,0,1,3.633588875
