ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,forecASD,STRING_score,BrainSpan_score,STRING+BrainSpan_RF,krishnan_post,D_ens,D,TADA_BF,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000254846,23135,KDM6B,0.0000827,TRUE,3,0.999994425,1.000,0.724,0.617,0.933,0.567,0.560510732,0.434274695,17.9059694,0.01330646,0.017090948,0.297067798,0.045829125,0,1,6.038470068
ENSP00000279593,2904,GRIN2B,0.000073,TRUE,1,0.999994896,1.000,0.674,0.697,0.901,0.579,0.801507053,0.40050736,11552.4315,0.000202788,0.000151891,0.000257817,0.000826757,1,0.000000152,34.07467851
ENSP00000283256,6326,SCN2A,0.000074,TRUE,1,0.999999992,1.000,0.596,0.639,0.994,0.609,0.851025117,0.536271294,1596280319,3.56845E-10,3.16934E-10,9.81E-09,0.000534822,1,0.000000261,67.19899401
ENSP00000305899,51111,KMT5B,0.0000348,TRUE,1,0.99993019,1.000,0.558,0.608,0.968,0.517,0.635857184,0.515962935,80659.67393,6.302E-05,6.52165E-05,0.0000851,0.016772936,0,1,6.354379941
ENSP00000295888,23001,WDFY3,0.0001332,TRUE,2,1,1.000,0.555,0.705,0.983,0.579,0.673708892,0.271768739,37.94545532,0.020362117,0.012719878,0.118330116,0.074969879,0,1,1.932841468
ENSP00000271715,23126,POGZ,0.0000566,TRUE,1,0.999999128,1.000,0.542,0.814,0.992,0.516,0.626583262,0.436662729,1636.170245,4.67611E-05,4.7903E-05,0.001506652,0.008022816,1,0.0000571,29.03653116
ENSP00000283943,9320,TRIP12,0.0000738,TRUE,1,1,1.000,0.537,0.644,0.989,0.502,0.744533887,0.504219429,9.61697979,0.001942015,0.047960114,0.423199604,0.05393084,0,1,12.60587347
ENSP00000361021,5728,PTEN,0.00001395,TRUE,1,0.975506866,1.000,0.478,0.438,0.933,0.498,0.507767509,0.24988227,122.0037238,0.000710647,0.000523002,0.040054598,0.040854918,1,0.000710441,133.9547566
ENSP00000264414,8452,CUL3,0.00002977,TRUE,1,0.974063405,1.000,0.469,0.623,0.949,0.497,0.553263145,0.190411459,758.9165551,0.005262091,0.003318598,0.003066592,0.425963409,1,0.000000191,115.675064
ENSP00000374205,10716,TBR1,0.0000355,TRUE,1,0.993588037,1.000,0.469,0.371,0.925,0.612,0.759926046,0.438445623,4778.048918,0.000153711,0.000199744,0.000708878,0.00585465,1,0.000000234,80.28652462
ENSP00000381932,1859,DYRK1A,0.00003119,TRUE,1,0.999584542,1.000,0.458,0.855,0.926,0.579,0.411180664,0.133550283,79189.11379,1.99188E-06,4.1856E-06,0.000101177,0.001545951,1,0.000000152,54.56270451
ENSP00000344546,57492,ARID1B,0.0000902,TRUE,1,0.99994993,0.995,0.542,0.859,0.994,0.493,0.684262949,0.521424115,162474.6284,1.53908E-07,3.05312E-06,0.0000322,0.056411734,1,0.006643912,14.52821937
ENSP00000318902,27086,FOXP1,0.00003015,TRUE,2,0.999750735,0.995,0.485,0.351,0.922,0.568,0.671053541,0.540690877,10.08308851,0.042434425,0.028407991,0.4068931,0.028029277,1,0.007358441,84.9759419
ENSP00000352185,5253,PHF2,0.0000506,TRUE,3,0.994132137,0.994,0.456,0.744,0.817,0.539,0.537121146,0.322771284,7.993956239,0.031890865,0.038110476,0.465943497,0.036560845,1,0.000594141,29.91816333
ENSP00000382863,57680,CHD8,0.0000925,TRUE,1,1,0.994,0.748,0.753,1.000,0.486,0.760026222,0.436893163,484952.7916,3.05671E-10,2.80347E-10,0.0000108,2.31497E-08,0,1,5.886881491
ENSP00000338774,53335,BCL11A,0.0000527,TRUE,2,0.828999685,0.994,0.544,0.550,0.975,0.645,0.660262064,0.388501582,161.4192058,0.037244493,0.043258699,0.0107986,0.478212701,1,0.005355834,103.9113774
ENSP00000385142,9378,NRXN1,0.000074,TRUE,2,0.999948738,0.994,0.735,0.658,0.994,0.93,0.581825529,0.405931244,23.14413323,2.3114E-07,0.342556008,0.228162086,0.481435284,0,1,12.13197479
ENSP00000419101,55799,CACNA2D3,0.0000437,TRUE,2,0.998032255,0.993,0.481,0.299,0.956,0.498,0.221813423,0.067563354,138.200329,0.122252095,0.035419049,0.016866662,0.31032215,0,1,8.669249913
ENSP00000269243,4628,MYH10,0.0000896,FALSE,NA,0.99999755,0.992,0.362,0.558,0.374,0.6,0.741327661,0.388001407,18.84701241,0.129338413,0.124203957,0.287275951,0.06242001,0,1,18.49928202
ENSP00000396103,23040,MYT1L,0.0000553,TRUE,1,0.999963989,0.991,0.521,0.659,1.000,0.613,0.697118769,0.399906941,71.87637303,0.026721973,0.020917533,0.074865167,0.774373506,0,1,13.83060691
ENSP00000349588,287,ANK2,0.00014923,TRUE,1,1,0.990,0.479,0.740,0.991,0.766,0.309311729,0.210712918,83588.24342,1.34895E-05,9.48943E-06,0.0000632,0.004382551,0,0.572426271,81.37504132
ENSP00000299267,2562,GABRB3,0.00002174,TRUE,2,0.99707396,0.990,0.697,0.797,0.972,0.765,0.563414749,0.252758032,128.5664415,0.044942927,0.040742181,0.02742713,0.658695327,0,0.648384964,144.6525509
ENSP00000287766,6529,SLC6A1,0.00003003,TRUE,2,0.999301879,0.989,0.554,0.300,0.949,0.61,0.407273746,0.034682482,27.28967485,0.029094457,0.032968453,0.198293923,0.385292822,0,0.594846876,32.87866205
ENSP00000356234,10765,KDM5B,0.0000613,TRUE,2,5.0942E-05,0.989,0.618,0.670,0.992,0.496,0.157964487,0.507915408,24.7818214,2.28578E-05,2.07919E-05,0.212281248,0.001158908,0,0.62198083,79.76062246
ENSP00000376204,55870,ASH1L,0.0001066,TRUE,1,1,0.989,0.689,0.730,0.997,0.493,0.654303292,0.50944373,76.08818913,0.004253079,0.001899082,0.062574471,0.441628413,0,1,8.441421504
ENSP00000339299,7204,TRIO,0.0001425,TRUE,3,1,0.988,0.392,0.763,0.727,0.61,0.717412571,0.286090877,73.40955402,0.052537483,0.050188381,0.066932351,0.20234898,0,0.319406043,67.77774002
ENSP00000342905,23394,ADNP,0.0000392,TRUE,1,0.9989041,0.988,0.540,0.707,0.989,0.618,0.149947534,0.444123872,8895.586797,3.25054E-05,3.20044E-05,0.000424513,0.030338164,1,0.001036404,4.125751178
ENSP00000373347,9901,SRGAP3,0.0000568,TRUE,4,0.99999775,0.986,0.522,0.673,0.967,0.621,0.632625825,0.426361033,3.566662239,0.422313765,0.377605065,0.619662505,0.363250731,0,1,13.77105849
ENSP00000310260,26512,INTS6,0.00003123,TRUE,2,0.999996535,0.983,0.433,0.808,0.833,0.489,0.519757205,0.240882322,4.919609369,0.065481931,0.070997389,0.554302584,0.106898746,0,0.692791151,90.57721223
ENSP00000330753,54014,BRWD1,0.0000783,FALSE,NA,0.999999462,0.982,0.399,0.826,0.928,0.492,0.537262003,0.478798573,25.21348423,0.341869452,0.308697572,0.209502793,0.47758163,0,1,17.34455248
ENSP00000160373,83992,CTTNBP2,0.0000614,TRUE,3,2.59916E-06,0.976,0.464,0.760,0.755,0.495,0.069215854,0.498240793,126.9287472,0.062956825,0.066404928,0.032007176,0.346935227,0,0.328006225,27.06154041
ENSP00000371003,10771,ZMYND11,0.00002535,TRUE,3,0.999963586,0.974,0.514,0.634,0.899,0.595,0.78775499,0.624324845,8.183021144,0.473751851,0.450809586,0.461220431,0.414512127,0,1,8.48694982
ENSP00000261017,10152,ABI2,0.00001933,FALSE,NA,0.953329216,0.974,0.512,0.855,0.889,0.555,0.374666299,0.207183427,2.019129972,0.379187171,0.353740283,0.746010721,0.294239015,0,1,10.32566232
ENSP00000285900,2890,GRIA1,0.0000361,TRUE,2,0.999436341,0.974,0.627,0.682,0.983,0.615,0.477095044,0.138415817,7.678237726,0.215172913,0.17525043,0.479249584,0.591734724,0,1,24.083341
ENSP00000333253,9877,ZC3H11A,0.00002929,FALSE,NA,0.997151605,0.968,0.406,0.679,0.486,0.513,0.476347794,0.501326574,7.810109862,0.141242751,0.140450275,0.477108242,0.68315205,0,1,0
ENSP00000320885,6683,SPAST,0.00002349,TRUE,2,0.997074713,0.967,0.361,0.862,0.833,0.522,0.451150658,0.369839846,10.89964627,0.02225643,0.026336067,0.388840742,0.404847014,1,0.002728343,144.740333
ENSP00000403636,8831,SYNGAP1,0.0000655,TRUE,1,0.99999845,0.967,0.515,0.668,0.980,0.494,NA,NA,127675314.5,3.72503E-07,1.49856E-06,6.63E-08,0.159416638,0,1,4.891638476
ENSP00000284049,1105,CHD1,0.000056,FALSE,NA,0.999999999,0.966,0.776,0.633,0.949,0.495,0.700325882,0.560775817,2.60806003,0.171569091,0.159640886,0.680045809,0.480145822,0,1,1.118273205
ENSP00000359074,3897,L1CAM,0.0000661,FALSE,NA,0.999983696,0.966,0.546,0.718,0.951,0.605,0.510033464,0.316372525,5.156798387,0.597383433,0.584244821,0.547959761,0.495479502,1,0.01282444,22.00590503
ENSP00000377747,1106,CHD2,0.0000702,TRUE,2,0.999999999,0.964,0.657,0.733,0.923,0.476,0.805048523,0.574513498,3.066703642,6.73677E-06,0.000267208,0.645272369,0.002632154,0,1,7.434451927
ENSP00000355011,3608,ILF2,0.00001432,TRUE,2,0.997052017,0.963,0.407,0.234,0.642,0.493,0.479944475,0.213836179,9.313224739,0.015147348,0.019070779,0.427076054,0.3511996,0,0.814013862,12.80192886
ENSP00000259605,152006,RNF38,0.00001633,TRUE,4,0.999390257,0.962,0.364,0.868,0.824,0.61,0.413284166,0.36272098,11.84204672,0.405479284,0.389396024,0.366427072,0.361969168,1,0.0000154,87.35889849
ENSP00000288139,776,CACNA1D,0.0001008,TRUE,2,1,0.961,0.541,0.594,0.984,0.611,0.77817635,0.469800642,28.2738236,0.455134496,0.394226535,0.18334871,0.550771837,0,0.725118548,100.8814237
ENSP00000264010,10664,CTCF,0.00003215,TRUE,3,0.997924958,0.958,0.522,0.791,0.944,0.593,0.65526873,0.330178165,0.38221935,0.15479957,0.155432358,0.941908598,0.110200671,0,1,33.84079798
ENSP00000264709,1788,DNMT3A,0.0000481,TRUE,3,7.72788E-45,0.958,0.496,0.344,0.803,0.486,0.270015491,0.51065849,3.143563782,0.016924415,0.014968884,0.639626463,0.032450998,0,1,20.82953564
ENSP00000407724,7812,CSDE1,0.00003048,FALSE,NA,0.999951564,0.958,0.456,0.772,0.796,0.491,0.362183244,0.076182035,21.91733894,0.279522009,0.267964985,0.250640997,0.465042384,0,0.282684768,29.38594791
ENSP00000354251,10787,NCKAP1,0.0000398,TRUE,2,0.999999991,0.958,0.361,0.305,0.774,0.495,0.545759464,0.258622546,19.67281896,0.009496133,0.010470265,0.282319754,0.03437281,1,0.002547026,132.02683
ENSP00000428417,22999,RIMS1,0.0000665,TRUE,2,0.029211449,0.957,0.500,0.394,0.756,0.578,0.162666654,0.469959412,3.727522539,0.173530783,0.110261755,0.614246988,0.012415612,0,0.076920471,106.8398382
ENSP00000252996,6874,TAF4,0.0000364,FALSE,NA,0.999487086,0.956,0.546,0.681,0.982,0.517,0.488104017,0.206720597,20.52548312,0.303053549,0.283381784,0.272036194,0.938615555,0,0.431088115,61.76046145
ENSP00000269397,8535,CBX4,0.0000379,FALSE,NA,0.381198482,0.956,0.506,0.453,0.875,0.556,0.398585178,0.463441665,7.096915408,0.505504602,0.496009206,0.493626271,0.450012733,1,0.002471374,17.89450616
ENSP00000359206,8945,BTRC,0.00002231,FALSE,NA,0.863167824,0.956,0.480,0.674,0.939,0.497,0.520450695,0.482284928,17.29851887,0.346055523,0.291763174,0.30195039,0.940366182,0,1,3.159596577
ENSP00000303540,6323,SCN1A,0.000075,TRUE,3,1,0.952,0.596,0.091,0.542,0.507,0.558950058,0.114550332,15.092618,0.126931943,0.12194366,0.329431776,0.543808812,0,1,4.285047276
ENSP00000311827,55167,MSL2,0.00002274,FALSE,NA,0.889663742,0.950,0.442,0.735,0.827,0.493,0.488238021,0.465372254,0.425903376,0.447474314,0.435450483,0.938527356,0.400210895,0,1,12.71985087
ENSP00000374212,57634,EP400,0.000163178,TRUE,3,1,0.948,0.682,0.865,1.000,0.495,0.704124229,0.448660492,36.83298409,0.429797855,0.398934893,0.127552957,0.918694302,0,0.73815869,82.501588
ENSP00000372347,7468,WHSC1,0.00002556,FALSE,NA,0.999999325,0.948,0.586,0.672,0.877,0.496,0.773027098,0.606904114,23.1127674,0.274173959,0.249331761,0.230638595,0.933422068,0,0.693122564,6.918120094
ENSP00000377262,6733,SRPK2,0.00002798,FALSE,NA,0.997504054,0.948,0.464,0.623,0.795,0.599,0.571736857,0.405285934,22.46603878,0.301776274,0.262310346,0.246449962,0.93493835,0,1,15.57117613
ENSP00000258123,9958,USP15,0.00003021,TRUE,3,0.990365016,0.948,0.422,0.520,0.482,0.491,0.679507717,0.512108319,15.848386,0.376548935,0.333867296,0.319269022,0.429850879,0,1,3.437517789
ENSP00000384823,80204,FBXO11,0.00002878,FALSE,NA,0.999979628,0.948,0.404,0.817,0.855,0.568,0.706985964,0.494827651,0.397117413,0.150294375,0.135855608,0.940931227,0.100102939,0,1,46.61397962
ENSP00000386759,29072,SETD2,0.0000714,TRUE,3,0.999992944,0.946,0.636,0.755,0.984,0.494,0.652381096,0.462666182,6.314040994,0.623525161,0.599157809,0.512297008,0.45204984,0,1,9.58200909
ENSP00000269197,80816,ASXL3,0.0000794,TRUE,1,0.999977048,0.944,0.524,0.687,0.994,0.494,0.318402505,0.426249659,89.63074907,0.104997685,0.105404252,0.049136617,0.944746899,0,1,0
ENSP00000274711,26045,LRRTM2,0.00001989,FALSE,NA,0.923558762,0.944,0.496,0.757,0.900,0.569,0.391434279,0.33335461,11.37465895,0.418813934,0.413705069,0.37919321,0.92838741,0,1,0
ENSP00000382840,1654,DDX3X,0.00002899,TRUE,2,0.998930065,0.943,0.525,0.741,0.975,0.586,0.647347263,0.290743887,7.851683044,0.474271999,0.466094655,0.474952844,0.424365603,1,0.000887002,3.359796159
ENSP00000356789,481,ATP1B1,0.00001265,FALSE,NA,0.995564605,0.942,0.458,0.156,0.506,0.538,0.279793574,0.039738631,26.889837,0.208435482,0.207078281,0.201124658,0.333122437,1,0.002767356,84.74727156
ENSP00000401946,23112,TNRC6B,0.0000665,TRUE,2,0.999999803,0.940,0.469,0.301,0.371,0.578,0.474885838,0.442648695,0.260591461,0.003223538,0.064133619,0.946806894,0.042943304,0,1,24.37611068
ENSP00000364912,23013,SPEN,0.000158532,FALSE,NA,1,0.940,0.457,0.831,0.770,0.612,0.516970839,0.318515423,0.793571209,0.588530145,0.569149045,0.880757296,0.678565933,0,0.199198791,96.59987357
ENSP00000350720,6597,SMARCA4,0.0000951,TRUE,3,0.999999998,0.938,0.618,0.784,0.983,0.572,0.869559712,0.411359067,11.39800745,0.5679235,0.546417816,0.377957612,0.942843534,0,0.258316835,30.21427346
ENSP00000341390,4306,NR3C2,0.0000386,TRUE,3,0.925088553,0.938,0.326,0.122,0.077,0.521,0.299018539,0.167737344,63.87072975,0.136479801,0.107856802,0.079075759,0.116771881,0,1,10.42760593
ENSP00000299402,322,APBB1,0.0000334,FALSE,NA,0.986993652,0.934,0.458,0.438,0.685,0.497,0.460064289,0.361958726,0.379257872,0.487427165,0.476472787,0.94211259,0.43876533,0,1,3.305188927
ENSP00000405890,5087,PBX1,0.00001765,FALSE,NA,0.910582151,0.930,0.478,0.767,0.927,0.571,0.54328611,0.316018609,8.957331207,0.458555583,0.403518767,0.438257187,0.925686245,0,1,0
ENSP00000354621,57154,SMURF1,0.0000365,FALSE,NA,0.996803391,0.928,0.448,0.685,0.740,0.492,0.433527042,0.192879107,33.87102372,0.218438746,0.20199551,0.144562932,0.938655157,0,1,6.435803704
ENSP00000326804,8454,CUL1,0.00003197,FALSE,NA,0.99996329,0.927,0.468,0.590,0.946,0.57,0.696650529,0.278624842,7.500718814,0.492850165,0.47336006,0.485548935,1,0,1,12.96243843
ENSP00000264426,2891,GRIA2,0.0000344,FALSE,NA,0.99550949,0.922,0.738,0.599,0.937,0.765,0.709522914,0.461857961,7.455187109,0.50910996,0.480559269,0.486911892,0.937983068,0,1,9.532627311
ENSP00000335321,23451,SF3B1,0.000048,FALSE,NA,0.999999973,0.922,0.486,0.586,0.931,0.495,0.848415974,0.39816301,1.838171402,0.519359096,0.505370269,0.761499501,0.727931774,0,0.405737887,130.3742772
ENSP00000159111,23030,KDM4B,0.0000644,TRUE,4,0.999934757,0.922,0.422,0.632,0.537,0.499,0.51988504,0.247043625,22.6639511,0.297903926,0.273576633,0.242134816,0.943649596,0,1,1.913883846
ENSP00000383303,1826,DSCAM,0.0001015,TRUE,1,1,0.918,0.407,0.767,0.797,0.611,0.360264808,-0.039883075,7.080630234,0.000280218,0.000108344,0.494294422,0.002158931,0,1,5.229090589
ENSP00000306682,8493,PPM1D,0.00002315,TRUE,S,0.001168004,0.918,0.286,0.349,0.233,0.5,0.191792172,0.474753456,32.40514742,0.199711908,0.19156053,0.163200818,0.40209055,1,0.00000447,121.0805731
ENSP00000387593,26115,TANC2,0.0000808,TRUE,4,0.999999966,0.916,0.412,0.923,0.760,0.492,0.450897951,0.364168237,1.921844665,0.321513957,0.255187042,0.754688146,0.189508616,0,1,0
ENSP00000301030,29123,ANKRD11,0.000158706,TRUE,2,0.999999822,0.915,0.485,0.583,0.595,0.497,0.404706555,0.184519364,0.098813741,0.402379207,0.364167084,0.950234388,0.096544583,0,0.672025395,78.87423242
ENSP00000370340,4781,NFIB,0.0000163,FALSE,NA,0.990809167,0.914,0.514,0.394,0.885,0.609,0.4786395,0.279401293,0.596560767,0.449865123,0.387751263,0.90718441,0.360672516,0,0.741289249,112.5348455
ENSP00000368884,6197,RPS6KA3,0.00002489,TRUE,4,0.999905699,0.914,0.492,0.319,0.746,0.571,0.771204303,0.54073153,8.140466828,0.471651091,0.446801028,0.46280757,0.411101006,0,1,0
ENSP00000351777,7415,VCP,0.00003437,FALSE,NA,0.999992047,0.914,0.442,0.503,0.670,0.493,0.602463377,0.090104317,7.38249974,0.491876625,0.483065436,0.490262998,0.508126092,1,0.004076786,14.60972977
ENSP00000380271,11069,RAPGEF4,0.000041,TRUE,4,0.95722585,0.914,0.384,0.136,0.043,0.577,0.482182025,0.444659392,16.20166578,0.119915932,0.095607941,0.310062778,0.793626147,0,0.42269323,40.74891441
ENSP00000419361,111,ADCY5,0.0000698,TRUE,4,0.989940592,0.914,0.378,0.546,0.371,0.493,0.642425732,0.234653185,16.02531855,0.480409216,0.455823377,0.316270934,0.515672557,0,1,2.727849772
ENSP00000370330,55914,ERBB2IP,0.0000435,FALSE,NA,0.993356912,0.913,0.453,0.198,0.747,0.502,0.087328283,-0.077535656,16.10308302,0.099652767,0.103028993,0.313209851,0.705415952,0,0.675917798,32.35385133
ENSP00000435466,84623,KIRREL3,0.0000414,TRUE,3,0.977505781,0.912,0.398,0.477,0.272,0.5,0.464904627,0.353598076,23.72466719,0.413774287,0.277789484,0.220375532,0.711988823,0,1,0
ENSP00000352929,1454,CSNK1E,0.00002441,FALSE,NA,0.967319235,0.912,0.340,0.546,0.150,0.566,0.615351984,0.331007409,29.52846282,0.231122795,0.216911691,0.176820523,0.932489901,0,1,3.83592084
ENSP00000376534,29994,BAZ2B,0.0000714,FALSE,NA,0.99992144,0.911,0.602,0.401,0.597,0.567,0.273511536,0.333691473,0.589368021,0.234240861,0.195057175,0.908325566,0.048590691,0,1,1.135319537
ENSP00000398824,51317,PHF21A,0.00002655,FALSE,NA,0.999675486,0.908,0.590,0.757,0.909,0.495,0.335249433,0.07580342,0.53017928,0.484921223,0.452494741,0.916404816,0.417841667,0,0.703005914,7.984850098
ENSP00000346440,6925,TCF4,0.00002848,TRUE,S,0.999866544,0.908,0.500,0.634,0.906,0.578,0.59841132,0.288748416,7.927257698,0.522868996,0.462920571,0.470530909,0.935272242,0,1,0
ENSP00000275780,11011,TLK2,0.00002881,TRUE,5,0.999999806,0.906,0.314,0.807,0.802,0.602,0.621094465,0.197163963,1.7919081,0.152533516,0.138165752,0.766088473,0.103504906,0,1,0
ENSP00000323967,6605,SMARCE1,0.0000179,FALSE,NA,0.998188065,0.904,0.584,0.459,0.834,0.491,0.560845857,0.383252134,8.931213492,0.412300305,0.405018305,0.43916016,0.936613662,0,1,0
ENSP00000408695,5578,PRKCA,0.0000317,FALSE,NA,0.952135908,0.904,0.490,0.425,0.891,0.578,0.584510955,0.394338591,2.28073709,0.516701302,0.433595803,0.716828476,0.442337809,0,1,1.216485582
ENSP00000371897,394,ARHGAP5,0.0000501,FALSE,NA,0.987053698,0.904,0.380,0.427,0.200,0.568,0.237616519,0.104269781,2.802872472,0.143571362,0.133483343,0.663693029,0.475700092,0,0.633950827,66.10266291
ENSP00000353415,5575,PRKAR1B,0.00002312,FALSE,NA,0.0247578,0.902,0.428,0.145,0.289,0.568,0.116718917,0.286240305,8.417330565,0.134134377,0.126463995,0.453881063,0.664025225,0,1,0
ENSP00000339004,2290,FOXG1,0.0000277,TRUE,S,NA,0.900,0.558,0.742,0.952,0.59,0.046561451,0.243153927,9.964357785,0.417393699,0.413000763,0.41218851,0.934793721,0,1,17.80820917
ENSP00000262646,5862,RAB2A,0.00000759,TRUE,3,0.970735513,0.900,0.458,0.463,0.707,0.492,0.102560976,-0.450853438,28.21547075,0.204946463,0.189804467,0.186506314,0.298440016,1,0.000139438,43.09429615
ENSP00000261183,114882,OSBPL8,0.00003035,FALSE,NA,0.988348146,0.900,0.408,0.696,0.538,0.57,0.593318984,0.526436626,0.300796546,0.588205136,0.550396909,0.945492278,0.431364898,0,0.755837433,121.2602732
ENSP00000261402,9891,NUAK1,0.00003236,TRUE,3,0.189029673,0.900,0.374,0.376,0.106,0.562,0.18111786,0.426476596,7.447206286,0.206702916,0.203689289,0.487588813,0.113376786,0,1,7.707735191
ENSP00000392066,23181,DIP2A,0.0000785,TRUE,3,0.726099074,0.898,0.526,0.567,0.898,0.446,0.212858215,0.09487734,5.870696339,0.075330466,0.08020467,0.520961877,0.018692866,0,1,4.132028578
ENSP00000303211,43,ACHE,0.0000361,TRUE,3,0.996674942,0.898,0.470,0.237,0.724,0.565,0.160853713,-0.38750287,2.148913858,0.089042875,0.093047636,0.733038017,0.240347908,0,0.817138707,43.77576903
ENSP00000380444,4650,MYO9B,0.000108,TRUE,3,0.999998877,0.898,0.400,0.346,0.214,0.493,0.367946285,0.049744369,84.58959232,0.177419066,0.16169281,0.053794426,0.902373814,0,0.634414054,26.41788066
ENSP00000352035,3785,KCNQ2,0.0000465,TRUE,3,0.999356099,0.896,0.660,0.468,0.941,0.615,0.666936699,0.306594285,0.920884972,0.352178724,0.330473141,0.871215155,0.941163567,0,0.097874416,46.73262904
ENSP00000261205,6857,SYT1,0.00001663,FALSE,NA,0.837180355,0.896,0.630,0.378,0.795,0.767,0.330942997,0.17393467,9.814675728,0.542181679,0.451934985,0.417276433,0.924355403,0,0.411585491,27.68982132
ENSP00000358918,51684,SUFU,0.00002443,FALSE,NA,0.999161485,0.896,0.442,0.763,0.850,0.456,0.517740022,0.365076365,0.543323812,0.46575114,0.44032839,0.913956058,0.405764694,0,1,4.491585717
ENSP00000367797,6497,SKI,0.0000371,FALSE,NA,0.9814021,0.894,0.448,0.776,0.805,0.493,0.645625429,0.517545933,9.310175206,0.50595858,0.491762277,0.428038417,0.93883164,0,0.382470284,55.69263081
ENSP00000337008,84146,ZNF644,0.0000447,FALSE,NA,0.99732858,0.894,0.446,0.712,0.755,0.494,0.429694649,0.422392293,4.284703542,0.656588063,0.63346819,0.583725497,0.719570427,0,0.436618466,96.37319387
ENSP00000238647,64207,IRF2BPL,0.0000484,TRUE,2,0.968935346,0.893,0.508,0.657,0.606,0.496,0.499186535,0.140603586,0.9024681,0.086375716,0.090435781,0.872666228,0.123885439,0,1,0
ENSP00000221232,4849,CNOT3,0.0000396,TRUE,3,0.999967222,0.892,0.302,0.607,0.428,0.511,0.581026726,0.317145778,7.922893278,0.526753382,0.511425673,0.471278418,0.456703711,0,0.630052323,50.62972591
ENSP00000380888,9969,MED13,0.000074,TRUE,2,1,0.890,0.658,0.844,0.876,0.53,0.471232824,0.436622439,0.240421676,0.629405748,0.612092645,0.947449574,0.506220567,0,1,2.537098567
ENSP00000383295,26960,NBEA,0.0001017,TRUE,4,1,0.890,0.452,0.853,0.898,0.738,0.783041805,0.619112981,0.693640761,0.626215078,0.504436637,0.890400259,0.54439651,0,1,3.034104262
ENSP00000307617,79893,GGNBP2,0.0000254,FALSE,NA,0.999929112,0.890,0.374,0.478,0.354,0.484,0.477832604,0.292749371,23.15970567,0.261823273,0.247825891,0.225618527,0.933287644,0,1,5.187301519
ENSP00000442518,85358,SHANK3,0.0000578,TRUE,1,0.99983962,0.888,0.776,0.207,0.665,0.492,0.732680733,0.449700252,18.62811363,0.000985528,0.359511556,0.290572587,0.942928993,0,1,0
ENSP00000344456,1499,CTNNB1,0.0000299,TRUE,3,0.99981275,0.888,0.526,0.422,0.908,0.49,0.611108092,0.306104091,0.392109317,0.480913969,0.468704131,0.941288747,0.426753562,0,1,42.45988338
ENSP00000310697,9024,BRSK2,0.00004,FALSE,NA,0.779570081,0.888,0.318,0.575,0.378,0.538,0.516768938,0.448754908,19.57435611,0.315475146,0.297153763,0.285592614,0.939652271,0,1,4.388577154
ENSP00000348573,10142,AKAP9,0.0001178,TRUE,3,2.29355E-05,0.886,0.482,0.771,0.904,0.533,0.020135657,0.219738637,1.956331979,0.07807325,0.082519833,0.751612134,0.152756098,0,1,8.192571404
ENSP00000383333,23515,MORC3,0.0000355,FALSE,NA,0.999874192,0.886,0.420,0.691,0.554,0.492,0.607150677,0.484931214,0.481038378,0.499504968,0.484054864,0.930057527,0.266669496,0,1,3.794262348
ENSP00000261537,57534,MIB1,0.0000396,TRUE,4,1.00072E-44,0.886,0.330,0.426,0.088,0.495,0.056896401,-0.035204737,134.0518391,0.047428126,0.052398334,0.022352547,0.945695744,0,0.500064349,148.6616625
ENSP00000323659,55818,KDM3A,0.0000489,FALSE,NA,0.98175684,0.884,0.558,0.269,0.702,0.493,0.375693046,0.343300293,20.57548652,0.319121602,0.306192171,0.268428313,0.918008183,0,0.442203492,98.80120149
ENSP00000373648,3786,KCNQ3,0.000041,TRUE,3,0.985604294,0.882,0.586,0.679,0.887,0.572,0.452556615,0.252190369,4.344638754,0.684159321,0.625360599,0.578757308,0.939901305,0,1,6.456815006
ENSP00000295454,2560,GABRB1,0.00002224,TRUE,5,0.977782833,0.880,0.624,0.463,0.921,0.572,0.291153593,-0.026914528,11.09297328,0.49763083,0.424613747,0.385284264,0.930691099,0,0.506082366,121.7642369
ENSP00000355731,8476,CDC42BPA,0.0000599,FALSE,NA,0.999920148,0.880,0.464,0.547,0.698,0.497,0.478296636,0.388912413,9.08408367,0.576419098,0.524571608,0.434601333,0.944353233,0,1,0
ENSP00000345193,22941,SHANK2,0.0000702,TRUE,2,0.99992017,0.879,0.594,0.663,0.955,0.765,0.537680846,0.340920111,4.89622163,0.000102168,0.598852413,0.55587196,1,1,0.01051733,53.06380838
ENSP00000383939,55209,SETD5,0.0000543,TRUE,1,0.999999564,0.878,0.291,0.569,0.711,0.494,0.128202151,-0.06361009,53.6676796,0.002504609,0.153356787,0.088145719,0.743964537,0,0.722010311,17.63578188
ENSP00000449241,116986,AGAP2,0.0000487,TRUE,3,0.999218902,0.876,0.354,0.507,0.396,0.507,0.345072755,-0.206798049,21.05898736,0.327410557,0.313764038,0.258792162,0.529981189,0,0.24788035,84.32670544
ENSP00000262367,1387,CREBBP,0.0001157,TRUE,5,1,0.874,0.584,0.905,0.867,0.598,0.824177751,0.568360941,0.318220026,0.720572763,0.694476245,0.944822225,0.581892935,0,0.619345806,76.13622828
